sgRNA1_ID	sgRNA2_ID	PILOT_100X_D14_WT	PILOT_500X_D14_WT	PILOT_PCR500X_D14_WT	PILOT_100X_D14_M6	PILOT_500X_D14_M6	PILOT_PCR500X_D14_M6	PILOT_100X_D14_M7	PILOT_500X_D14_M7	PILOT_PCR500X_D14_M7
997987926	CTRL00655	0.256817	0.240725	-0.0252212	-1.13754	-1.24585	-1.36262	0.176109	0.625141	0.407794
997987181	CTRL00655	-2.47386	-1.94599	-1.78097	-2.45709	-1.69704	-1.80197	-1.59098	-1.73431	-2.51476
966403761	CTRL00929	-1.48795	-1.63685	-2.58373	-1.81859	-2.38264	-2.57914	-2.6081	-2.7784	-2.00511
966404603	CTRL00929	-2.20029	-2.3563	-1.81146	-1.76726	-2.44201	-1.54331	-1.72881	-2.43909	-2.97234
1149616605	CTRL00490	-3.24098	-2.42108	-3.98013	-2.23033	-3.58513	-2.34701	-3.17903	-3.50768	-3.22188
1149616599	CTRL00490	-4.46247	-3.01458	-3.01027	-3.62513	-4.16432	-4.38001	-3.07519	-3.78336	-3.20905
1200279693	CTRL00370	-0.906909	-1.04061	-1.16285	-1.19464	-1.2183	-2.10269	-0.72543	-1.01996	-0.577751
1200279801	CTRL00370	0.484888	0.421574	0.856766	-1.40047	-1.5122	-1.07085	0	0.603161	0
999333895	CTRL00585	-2.06741	-1.57164	-2.28735	-1.90569	-2.34296	-1.76846	-1.91041	-2.25559	-2.58496
999333719	CTRL00585	-0.83075	-1.03889	-0.713309	-0.524829	-1.08545	-1.47709	-0.634424	-0.434981	-0.668124
1165849955	CTRL00761	-0.489831	-0.625639	-1.41893	-0.958117	-0.90018	-1.36831	-0.690594	-1.14086	-0.985559
1165849399	CTRL00761	-0.0148661	0.00423041	-0.0822206	0.285277	0.0557813	0.256288	0.149825	-0.210787	-0.631678
1165489445	CTRL00804	-3.27581	-2.90153	-3.42584	-2.62756	-3.04144	-3.10713	-2.66382	-2.38033	-4.33521
1165489414	CTRL00804	-2.95336	-2.1994	-2.94079	-2.83412	-2.57201	-4.43327	-3.69062	-2.90077	-2.27305
962858903	CTRL00917	-2.44607	-2.1297	-3.23575	-2.92773	-2.8416	-2.66479	-3.02179	-2.676	-2.60548
962858554	CTRL00917	-0.890595	-1.12277	-1.33481	-1.35123	-1.39998	-1.04557	-2.06997	-1.32392	-1.14268
953165190	CTRL00992	-1.48791	-1.82947	-1.6707	-2.7668	-2.90018	-3.21959	-1.21365	-0.994	-1.31603
953165196	CTRL00992	-3.34144	-2.17967	-2.9427	-2.50021	-2.38604	-2.94171	-1.65446	-1.65176	-1.82726
