sgRNA1_ID	sgRNA2_ID	PILOT_100X_D14_R3_logFC_WT	PILOT_PCR500X_D14_R3_logFC_WT	PILOT_PCR500X_D14_R2_logFC_WT	PILOT_100X_D14_R2_logFC_WT	PILOT_PCR500X_D14_R1_logFC_WT	PILOT_100X_D14_R1_logFC_WT	PILOT_500X_D14_R2_logFC_WT	PILOT_500X_D14_R3_logFC_WT	PILOT_500X_D14_R1_logFC_WT	PILOT_100X_D14_R3_logFC_M6	PILOT_PCR500X_D14_R3_logFC_M6	PILOT_PCR500X_D14_R2_logFC_M6	PILOT_100X_D14_R2_logFC_M6	PILOT_PCR500X_D14_R1_logFC_M6	PILOT_100X_D14_R1_logFC_M6	PILOT_500X_D14_R2_logFC_M6	PILOT_500X_D14_R3_logFC_M6	PILOT_500X_D14_R1_logFC_M6	PILOT_100X_D14_R3_logFC_M7	PILOT_PCR500X_D14_R3_logFC_M7	PILOT_PCR500X_D14_R2_logFC_M7	PILOT_100X_D14_R2_logFC_M7	PILOT_PCR500X_D14_R1_logFC_M7	PILOT_100X_D14_R1_logFC_M7	PILOT_500X_D14_R2_logFC_M7	PILOT_500X_D14_R3_logFC_M7	PILOT_500X_D14_R1_logFC_M7
1163612791	CTRL00741	-0.4676236003750001	-0.9902827240877119	0.09407124504964758	-0.47088745663020465	-0.2979309661228731	-0.3945816308934539	-1.0347094459697617	0.09325502572167065	-0.2212103250321233	-1.9695177107143726	-1.2965236743995658	-0.7766585097004838	-3.0317994589928468	-1.3551554818112468	-3.277269772408559	-2.1082139636930943	-1.445485614243284	-2.7483818178594372	-3.3235144748145737	-1.9450114561385003	-2.5874000040942042	-2.284997485293795	-3.38261799765159	-1.6028311310181915	-2.2713288099988427	-2.6070881725184547	-1.7882391539296516
1163612794	CTRL00741	-2.286817409808032	-1.902028928680235	-7.158081098786648	-3.40797169086781	-1.5655635219449122	-0.06751725574303898	-3.017930114643375	-2.6568974742695852	-1.6687961370559077	-1.1409524911287696	-7.031260554410575	-1.9282437715177096	-2.8567338164452956	-5.798564283215881	-1.2878553445369039	-2.2249469191178397	-2.4513121618485623	-2.68289873971794	-2.1326810347260525	-3.0915611129153797	-2.4204475296381136	-2.1292048583715077	-2.2494898550521927	-1.567071906592556	-1.8639237678546954	-2.7663769483587486	-2.192312497425003
954733919	CTRL00311	-1.7389969581678213	-2.7235754913537265	-1.570461538118022	-0.6743729406002085	-2.990768062217903	-1.3915391052677066	-1.815915205595664	-1.738938628316644	-1.6846301248051965	-0.8321487169815854	-1.1962891659884103	-2.22104854198643	-0.9169304669071183	-1.5362827868499007	-1.448693947732817	-1.196055964749841	-1.0047366140067888	-1.3895763387117013	-1.7255574841887522	-1.2500165174163695	-1.8664345790002874	-1.5284537831664706	-0.991679341608171	-3.1038162240416347	-1.9050599912415442	-1.910769201503372	-2.577720551442617
954734137	CTRL00311	-0.6406321263863191	-0.8122700246461484	-0.6615468148816926	-1.5778470512090652	-1.1280956371280522	-1.5767829669567137	-0.8038001863238025	-1.3629649693464374	-1.0957222578871	-0.7292283206918385	-1.7243887217814717	-2.0696484400633466	-2.5103879481104077	-2.2966307907080377	-3.490885447815823	-1.8309686000452845	-1.6347112133738855	-1.9877138104436234	-1.8756312627896596	-1.113359004202224	-2.4078511291416462	-1.7190969326663543	-1.674451665267158	-1.5796971439133218	-2.2545823593788743	-1.920604989101587	-2.0604564957157527
903486475	CTRL00208	-1.4371225467116702	-2.488609954854913	-3.572947893857463	-1.8540473336912042	-3.5004938601235	-0.27088458844986685	-2.6883577215711614	-2.611381144292141	-2.174680406161389	-3.1688890772560607	-4.345734719380949	-2.6439699291481045	-2.2663800553947766	-2.3616407278971527	-2.092171935341942	-3.8063090942136903	-3.0401693028246632	-2.8658875502504793	-2.6165619905377686	-3.693819475477109	-3.3079729185190785	-3.108970690176813	-3.6162854101790245	-3.995886013171995	-3.6850402638333852	-2.617325221314916	-2.6271899460805717
903486594	CTRL00208	0.5503751769358947	0.19501269431401919	0.17519754809122556	0.07988234133163011	0.6679690891583331	0.7751990537718001	0.6191035912815217	0.30838211446966696	0.13948420153777125	-1.9119583752114584	-2.2773715000056636	-2.3906639590738212	-3.234098176346455	-3.6093993889998908	-0.7526079322372656	-2.3340369330255637	-1.759374906904766	-2.277169233634848	-2.5386064155957024	-0.9572843113548897	-1.760123417224383	-1.919571188632789	-2.7297009458261314	-2.0863554875019954	-1.705011830581833	-1.7776296138472347	-1.5792073636216235
1148671387	CTRL00731	1.492091587569187	1.383831149367877	1.4552098895987637	1.0474295806964333	1.6415418249200198	1.0694837930740413	0.83435385177607	0.7404088683917572	0.8029570010810577	-2.172350853766493	-2.417213768265891	-2.7776731949339006	-2.3789165452505836	-2.733039380747795	-1.6985994761048702	-2.199092403555696	-2.0224937618355874	-2.687436449018722	-2.2009691770741697	-1.5370741293198322	-1.8274668051420795	-1.7019339764471708	-2.9585324921014124	-1.3653004676512717	-1.930415905604519	-1.9608652401043782	-2.2137850179528527
1148671388	CTRL00731	-0.8005187105677805	-0.5457651558982443	-0.35210993616178016	-0.6653487315546429	-0.4411696686389942	0.35999130164081233	-1.029333688725935	-0.8749714207171341	-0.8847913913223799	-1.2200722200686718	-2.8802707709462863	-1.0366207297096472	-1.5333284851996758	-2.381395900264087	-2.041722252649097	-1.1112815225233643	-1.7468005281754755	-0.9947910119593164	0.08008682218999887	-0.5739544923556926	-0.4745595391084851	0.11230447604166605	-0.1278780891789613	0.4009315963632271	0.07506620795452239	-0.13151644882672353	0.13197218032527697
1077098532	CTRL00449	-2.2806416381542194	-2.163824638482486	-3.1669182057886927	-2.32445295550219	-3.130287031469975	-1.2195645665097747	-2.202566288180947	-2.102109759000312	-2.3081931529175184	-2.4214696182440743	-2.4393628324404593	-2.9968407696154635	-2.420813717563537	-1.3766281354845562	-1.2428032206644224	-2.4648579964957853	-2.6479596792629163	-2.657900975678067	-1.5337689109647026	-1.1838468013315524	-2.97579549939945	-2.3215364269285885	-2.361948630295321	-2.619292476183664	-2.325051301820588	-1.9912911935576207	-1.54992918494253
1077098736	CTRL00449	-1.0939275982021393	-0.11395615765728753	-1.5524009822497538	-2.029415581020939	-0.7587893307281435	-0.9433922700674082	-1.6934932322231036	-1.733833271348517	-0.4867630530848599	-1.7479403706696344	-0.9071627508069037	-1.7189470120881443	-0.9641184838745341	-1.129458801015263	-1.963802446093591	-1.1552598096100737	-1.4488755326102447	-1.596051612972178	-0.9752187349706375	-1.7062906625069294	-1.7992183706702791	-2.003214233746165	-0.9849902346681627	-0.31605487445735786	-1.3472588262363108	-0.9745513917894226	-1.5443504576035298
938003320	CTRL00204	-1.207845203004805	-1.7837310365832435	-2.2310894357965694	-2.122895411066487	-2.610720886030598	-2.3825784791056805	-1.874691703215861	-1.92332546142703	-1.309866175887224	-6.648045786973462	-4.975323833149105	-2.0341638404751956	-4.684656944211685	-6.6198948648788845	-3.040030421837794	-3.1275725549966085	-2.1691955505160205	-2.412438160450792	-1.7660815762121518	-4.651287800822524	-2.094145269691191	-1.650786879896062	-1.982620018269622	-0.5998436179503487	-2.5163880986279383	-1.8244474713901428	-2.7581048481422474
938003630	CTRL00204	0.09643921960265611	0.30197988609316945	-0.49297843415368336	-0.4829604545766978	-0.8226370168402592	-0.9250496764960032	-0.0045928060685367835	-0.3576379840029585	-0.336972972920132	-0.5471178724710846	-1.3338898847247065	-0.3816293299255164	-1.9762408787831114	-1.081115028421024	-1.1685403371092784	-1.0110392556810717	-1.060186117090493	-1.3736830196306302	-1.1854336593346573	-0.3471455510391297	-2.5879607356534535	-1.4136964814016542	-1.5223607509400914	-1.3204536985276003	-1.0251147734003703	-0.9173738934606995	-1.5113466016508683
1057734937	CTRL00542	-0.49879879244911546	-0.7593776396006326	-0.4384308020305905	-0.7412562282305422	-0.6182521982444864	-1.0838343987385073	-1.3150848957196086	-1.4987687708893083	-1.6733619432124618	-1.2621183087041832	-3.4698510288498436	-3.042241520588471	-0.2954371075216639	-2.443198318414541	-1.403533834155782	-1.1325955159030114	-2.1066720547668876	-1.702447384490999	-0.4376353520393298	-1.7621137220878025	-2.300616574518926	-1.2891718244459247	-1.4384313793910835	-2.0638650438981982	-2.4214439275045443	-1.8662228439487192	-1.8020278399656233
