sgRNA1_ID	sgRNA2_ID	PILOT_100X_D14_WT	PILOT_500X_D14_WT	PILOT_PCR500X_D14_WT	PILOT_100X_D14_M6	PILOT_500X_D14_M6	PILOT_PCR500X_D14_M6	PILOT_100X_D14_M7	PILOT_500X_D14_M7	PILOT_PCR500X_D14_M7
999333895	CTRL00585	-1.969821002	-1.598494701	-2.277375114	-1.847986227	-2.290449699	-1.664522899	-1.894358375	-2.259519122	-2.272313805
999333719	CTRL00585	-0.861051019	-1.079178971	-0.746680971	-0.605970383	-1.156601725	-1.404064495	-0.683466814	-0.407521002	-0.686829862
1165849955	CTRL00761	-0.574910333	-0.571810837	-1.497780123	-0.83400581	-0.700788503	-1.170155643	-0.657915571	-1.007501952	-0.876037722
1165849399	CTRL00761	-0.071727008	-0.025007341	-0.073297717	0.310396674	0.030823489	0.19607337	0.166059641	-0.204705174	-0.47969767
1165489445	CTRL00804	-3.327766757	-2.868809463	-3.307755475	-2.682806747	-3.095856768	-3.265802226	-2.586283868	-2.377219929	-4.055974185
1165489414	CTRL00804	-2.567102901	-2.084687318	-2.948236655	-2.894953406	-2.539112942	-3.052306222	-3.70749885	-2.957596633	-2.29050671
962858903	CTRL00917	-2.570067915	-2.112081229	-3.140042994	-2.732848729	-2.954899637	-2.822096761	-2.633051808	-2.563217527	-2.723150533
962858554	CTRL00917	-0.874110476	-0.978558203	-1.39225863	-1.465148517	-1.461671584	-1.15623514	-1.985564541	-1.295126816	-1.123458697
953165190	CTRL00992	-1.342088458	-1.847109626	-1.64636863	-2.764566413	-2.94581294	-3.299027527	-1.102438313	-0.966669586	-1.381777114
953165196	CTRL00992	-3.24086174	-1.904953382	-2.598042526	-2.424571475	-2.354149247	-2.823951233	-1.617367425	-1.65689834	-1.911377249
1115987210	CTRL00164	-1.952987149	-1.703291525	-1.208828613	-2.246736557	-1.978865531	-1.735697108	0	0	0
1115987198	CTRL00164	-1.709385532	-1.149000142	-1.6404353	-1.469326249	-1.088337321	-1.361316325	-1.148989927	-1.133723941	-1.253834111
1083459630	CTRL00407	-3.167864818	-2.132856322	-2.84961709	-3.210478658	-2.498166213	-3.061156176	-3.830018071	-2.920535227	-2.151904607
1083459789	CTRL00407	-0.202208183	-0.339461325	-0.386096317	-0.694050705	-0.833969412	-0.989144568	-0.443816933	-0.327148728	-0.45534643
1096127231	CTRL00335	0.418848355	0.176362145	0.45340888	0.071531992	0.230053251	0.269842469	0.178038011	0.374963566	0.44383834
1096127328	CTRL00335	-0.027241255	0.01876549	0.097917148	-0.258816855	-0.28539649	-0.364156704	0.371178165	0.004097829	0.109510089
1138362831	CTRL00794	-1.996943471	-1.970946601	-2.115759983	-2.916381443	-3.32556636	-4.067487914	-2.266852025	-2.818967813	-3.144154082
1138362931	CTRL00794	-1.3775	-1.225108778	-1.413168107	-2.89362104	-1.760621995	-1.506201997	-1.862378399	-2.24102515	-2.352069112
1063444884	CTRL00934	-1.519461646	-1.210110645	-1.794119887	-1.342566229	-1.746088671	-1.599365051	-1.597876721	-1.367592163	-2.196773602
1063444454	CTRL00934	-0.561216426	-0.81567529	-1.038052064	-0.56677263	-0.594078707	-0.665341947	-1.193305963	-0.426679197	-0.811849279
934682084	CTRL00107	-2.424072344	-3.612901268	-3.533822022	-3.549402723	-4.549755572	-5.014578428	-3.711458836	-3.697644488	-3.880392912
