Gene1,Gene2,Scaffold,PILOT_100X_D14,PILOT_500X_D14,PILOT_PCR500X_D14
NONTARGETING,NAA38,Modified7,-0.04731326821607962,0.21777034668255635,-0.13895627762715498
NONTARGETING,NAPA,Modified7,-1.619811912135494,-1.4450647117353659,-1.732281926851597
NONTARGETING,NAPG,Modified7,0.41393835522072875,-0.12421174057661322,-0.01423014328448352
NONTARGETING,NCBP1,Modified7,-1.4048294997443607,-1.3875072917553695,-1.1172278396948045
NONTARGETING,NEDD8,Modified7,-2.484282789750958,-1.8238334769782942,-1.9000939983884246
NONTARGETING,NONTARGETING,Modified7,0.8709774976519624,0.882352688483674,0.8693401170553219
NONTARGETING,NUDT21,Modified7,-1.5635290271523141,-1.6394368168727185,-1.8306511047675569
NONTARGETING,NUP133,Modified7,0.4784817317528996,-0.10969227087021481,0.9438231835787083
NONTARGETING,NUP54,Modified7,0.1602506925402377,0.14322498134488082,0.001670175833814097
NONTARGETING,NUTF2,Modified7,-1.261834823876666,-1.1233032325581294,-1.3799924130549002
NONTARGETING,NXF1,Modified7,-2.3365848319033224,-1.6258787319783767,-2.6265796999867086
NONTARGETING,OPA1,Modified7,0.332717557840444,0.16975079036449223,0.2544479164705882
NONTARGETING,PABPN1,Modified7,-0.760134034388481,-1.0956323888777582,-1.1602187138238056
NONTARGETING,PAFAH1B1,Modified7,-1.689052366840906,-1.9930724877047037,-2.375466908719825
NONTARGETING,PCBP2,Modified7,-2.4176739547888144,-1.645135056231215,-1.779318238541212
NONTARGETING,PFDN2,Modified7,-2.399473536125452,-1.897798521720015,-2.0701725545356
NONTARGETING,PHB,Modified7,-1.8330588002424637,-1.376901593649881,-1.162658665329683
NONTARGETING,PHB2,Modified7,-2.284495662186633,-2.068356741865432,-1.837069602210014
NONTARGETING,PHF5A,Modified7,-2.629042667356255,-3.0731096015674932,-2.159282913584148
NONTARGETING,PLAGL2,Modified7,0.21256319804334528,0.27109503440662786,0.34465968287307847
NONTARGETING,POLR1B,Modified7,-0.3172285796730872,-0.5767927874797454,-0.5279912535829479
NONTARGETING,POLR2D,Modified7,-2.5777945100954387,-2.11793751440121,-1.8841199545221365
NONTARGETING,POLR2F,Modified7,-2.68612057532261,-2.4880814898554235,-2.4036253183831118
NONTARGETING,POLR2I,Modified7,-2.4381757430656394,-2.6783400932149517,-3.445191602309227
NONTARGETING,POP5,Modified7,-1.7731501427798735,-1.4902834590663523,-1.1658136321471457
NONTARGETING,PREB,Modified7,-0.10006243885273654,-0.1585967586791439,-0.17892036807572909
NONTARGETING,PRPF18,Modified7,-0.42166299817003433,-0.3313972772076352,-0.403299851177956
NONTARGETING,PRPF19,Modified7,-2.136186317314836,-2.2378993378439853,-2.4301750355559464
NONTARGETING,PRPF31,Modified7,-2.1551076164996514,-2.0432302462411833,-1.6971752975119592
NONTARGETING,PRPF38A,Modified7,-3.0524473078939964,-2.404171434227006,-1.8432039542023784
NONTARGETING,PSMA1,Modified7,-1.8725940396136902,-2.07111588282626,-2.9509785513166578
NONTARGETING,PSMA2,Modified7,-2.265304126752074,-2.2228629537515463,-2.713760831604634
NONTARGETING,PSMA3,Modified7,-1.8249981492472536,-2.278470931696857,-3.0274559439910242
NONTARGETING,PSMB2,Modified7,-2.2816015028238357,-1.9564846404764102,-2.099926807637288
NONTARGETING,PSMB5,Modified7,-3.0744366344899334,-2.906965907042836,-3.830637388456843
NONTARGETING,PSMB6,Modified7,-1.47841860235906,-1.391098147395565,-1.4170367469292966
NONTARGETING,PSMC1,Modified7,-2.9357896594964967,-2.8228732212880425,-4.103964919742598
NONTARGETING,PSMC3,Modified7,-1.486088862080703,-1.261066904655185,-1.0934002642222211
NONTARGETING,PSMC4,Modified7,-1.340630211425707,-1.4516857524043278,-1.6584109501588502
NONTARGETING,PSMD1,Modified7,-0.8980164314539991,-0.862622858542091,-0.8820121570292714
NONTARGETING,PSMD12,Modified7,-0.1513899744580991,-0.25386176423969176,-0.2339568553500171
NONTARGETING,PSMD13,Modified7,-0.8131331204240004,-0.5314845454481816,-0.6045257410384033
NONTARGETING,PSMD2,Modified7,-2.1943438188352955,-1.8667326440569587,-2.3315689401745394
NONTARGETING,PSMD4,Modified7,-1.7346484014522159,-1.3643500625324474,-1.3136220772287526
NONTARGETING,PSMD7,Modified7,-2.723326313104052,-2.3895888893515034,-2.4017348022287615
NONTARGETING,RAN,Modified7,-4.5551185502621205,-2.9197591064498996,-2.532881485672432
NONTARGETING,RBM14,Modified7,-1.4755542030756779,-1.7821233922837072,-2.198794841206794
NONTARGETING,RBM17,Modified7,-1.2088263775526678,-1.0599620231094673,-1.4324571886922204
NONTARGETING,RBM22,Modified7,-1.4291151007138057,-2.147187721414897,-2.069795572491697
NONTARGETING,RBM25,Modified7,-2.7336683523382748,-2.476613695412182,-2.4068545815390054
NONTARGETING,RPA1,Modified7,-2.3870534356534634,-2.0588569164176636,-2.09319452037457
NONTARGETING,RPA2,Modified7,-1.4410369822171971,-1.8332917159366007,-3.103911653894018
NONTARGETING,RPL10A,Modified7,-3.246788521427256,-2.8224978905452383,-3.9784367777992076
NONTARGETING,RPL11,Modified7,-2.7300531700003816,-1.982904647821817,-2.6792105651258824
NONTARGETING,RPL12,Modified7,-1.5660235984145623,-1.1270182979183814,-1.4091263901447315
NONTARGETING,RPL13,Modified7,-3.2123252983892776,-3.0516589280613653,-2.567648198627237
NONTARGETING,RPL13A,Modified7,-2.699225538613437,-2.369783191199712,-2.295758503452285
NONTARGETING,RPL14,Modified7,-2.0895103103524986,-1.917487507203208,-2.7279549170873336
NONTARGETING,RPL18,Modified7,-1.3268084025663713,-2.096599361552393,-1.7647162119671131
NONTARGETING,RPL18A,Modified7,-1.7195728722504595,-2.373000780671065,-1.9998094417357604
NONTARGETING,RPL19,Modified7,-3.163306322836804,-2.2606612348519617,-2.8037207067561605
NONTARGETING,RPL23A,Modified7,-1.7705790409615663,-1.8230066979675175,-2.0326701104630223
NONTARGETING,RPL26,Modified7,-1.850430558057557,-2.579297556665299,-2.883220008919298
NONTARGETING,RPL27,Modified7,-1.636487431804615,-1.577438062327189,-2.1148598433184413
NONTARGETING,RPL3,Modified7,-2.147213229347212,-2.09355977956894,-2.840527007936856
NONTARGETING,RPL30,Modified7,-1.7709513650141708,-1.0357361126942557,-0.9376167824159571
NONTARGETING,RPL31,Modified7,-1.826160928082679,-1.7365898223586864,-0.9940250175656484
NONTARGETING,RPL32,Modified7,-3.0627032092315183,-3.3602806347104166,-2.8534343855920086
NONTARGETING,RPL34,Modified7,-2.238440211197105,-2.872164779556148,-2.258449503119648
NONTARGETING,RPL35,Modified7,-0.6405036154197039,-0.7906949868558605,-0.884788035981595
NONTARGETING,RPL35A,Modified7,-1.6091277951454295,-1.5087712911043774,-0.9133127060029127
NONTARGETING,RPL36,Modified7,-5.951111965001083,-5.21379622203259,-5.28307711258635
NONTARGETING,RPL37,Modified7,-1.5071842611498718,-0.8914912434206281,-0.9735140915941387
NONTARGETING,RPL7,Modified7,-1.5519438997136272,-1.6826305884230375,-1.5002694531725163
NONTARGETING,RPL7A,Modified7,-2.3513343380374385,-2.168232045616461,-2.420090643531913
NONTARGETING,RPLP0,Modified7,-1.9530787186607224,-2.124223768688937,-1.7040921545206054
NONTARGETING,RPLP2,Modified7,-1.841507849799876,-1.5905193888626394,-1.4677435811165571
NONTARGETING,RPN2,Modified7,0.025624202351992198,-0.1448468910013701,-0.23583213385640228
NONTARGETING,RPP38,Modified7,-1.1359718475771832,-1.3113274491953175,-1.0702765388693376
NONTARGETING,RPP40,Modified7,-1.09444132381543,-1.183028239223144,-1.633947711978373
NONTARGETING,RPS11,Modified7,-2.7796037519811962,-2.7658249728507514,-2.2523790584056695
NONTARGETING,RPS13,Modified7,-2.2761973802791555,-2.2852621322497537,-2.8096071529007816
NONTARGETING,RPS15,Modified7,-1.9641353217283208,-2.40912424192161,-2.5658553665449126
NONTARGETING,RPS15A,Modified7,-1.4570403516703017,-1.2421667895826916,-1.4801764343974615
NONTARGETING,RPS18,Modified7,-1.613455045455376,-2.0111739712300887,-2.259978417945642
NONTARGETING,RPS19,Modified7,-1.9892738348831303,-2.441066648295752,-3.7518220739780666
NONTARGETING,RPS24,Modified7,1.1600257005136025,1.104569777701787,0.81602460001477
NONTARGETING,RPS25,Modified7,-1.1133746134927784,-1.3316052320411007,-1.9044013481628022
NONTARGETING,RPS27A,Modified7,-2.612733113198184,-2.819121875172808,-4.248774322641738
NONTARGETING,RPS4X,Modified7,-2.2689195897825645,-1.9110486841538652,-2.8913918083990024
NONTARGETING,RPS5,Modified7,-2.153418027136839,-1.9216772459901534,-2.0593606870386574
NONTARGETING,RPS6,Modified7,-2.0281576889019384,-1.88073164147683,-2.3118802713813165
NONTARGETING,RPSA,Modified7,-1.7678862415100647,-2.1059198003103967,-1.7209527367422601
NONTARGETING,RRM1,Modified7,-2.3037220888481467,-2.694533250729288,-3.1722399103071712
NONTARGETING,RUVBL1,Modified7,-2.3771346441015098,-2.2311582973840682,-2.377501648036566
NONTARGETING,RUVBL2,Modified7,-1.7468933551261907,-1.9416883175346662,-2.399248407939449
NONTARGETING,SDAD1,Modified7,-0.984422696053451,-1.2873654882211054,-1.8839380148876361
NONTARGETING,SF3A1,Modified7,-1.2738637650142142,-1.3943430704059934,-1.4832382033132727
NONTARGETING,SF3A2,Modified7,-2.679709946080524,-2.162435460072957,-2.5682690118238396
NONTARGETING,SF3B2,Modified7,-2.348748234968855,-2.581003828228075,-1.8808173584813912
NONTARGETING,SF3B3,Modified7,-1.763168920548074,-1.4777239641671265,-1.5046510489149911
NONTARGETING,SF3B4,Modified7,-1.7406071502484441,-1.8094118326686952,-1.5323724060926875
NONTARGETING,SMC3,Modified7,-0.9570662062838176,-1.240826472742734,-1.6026192724104233
NONTARGETING,SNRNP200,Modified7,-3.6518836455444257,-2.563486920760508,-2.7905093682942215
NONTARGETING,SNRPB,Modified7,-0.7017870491985032,-0.40520361692511797,-0.5330481139517758
NONTARGETING,SNRPD1,Modified7,-2.3933421101012113,-2.455575458273093,-2.542991764591232
NONTARGETING,SNRPD2,Modified7,-2.4891408860555195,-2.384561352490169,-3.1047942325240623
NONTARGETING,SNW1,Modified7,-0.7806726215318356,-0.7414613594852015,-1.1768757519250657
NONTARGETING,SON,Modified7,-0.9755115755500404,-0.880131640567881,-1.0283710020710102
NONTARGETING,SRCAP,Modified7,-2.9910724232716284,-2.2017856719266065,-2.878337843389256
NONTARGETING,SRFBP1,Modified7,-0.3565044779005058,-0.35884900948305587,-0.5979576360608366
NONTARGETING,SRRT,Modified7,-1.0762047076515253,-1.42402732346574,-1.6516219569433301
NONTARGETING,SRSF1,Modified7,-2.571171804058376,-2.3960749619956987,-2.158511777831889
NONTARGETING,SUPT5H,Modified7,-0.9202825242414533,-0.5776216920914454,-0.9926595620216645
NONTARGETING,SUPT6H,Modified7,-1.0048442355256098,-1.58471070217638,-1.936842388489579
NONTARGETING,SUPV3L1,Modified7,-0.882733989675966,-1.0577299557908393,-0.7609431034845859
NONTARGETING,TBCE,Modified7,0.43683454989472226,0.47236918077579615,0.3864774244724045
NONTARGETING,TFIP11,Modified7,-0.27505370833235454,-0.46229080157992314,-0.3373366148918692
NONTARGETING,TIMM10,Modified7,-0.6275249249610764,-0.6271336543447402,-0.3406774159006851
NONTARGETING,TOMM40,Modified7,-0.6949238883132045,-0.6975016047057889,-0.23612075534901453
NONTARGETING,TSEN2,Modified7,0.0072023017506215314,0.11781914851443502,-0.12275980812858679
NONTARGETING,TUBA1B,Modified7,-0.494811437583737,0.081924717714148,-0.6448773173664837
NONTARGETING,TUBB,Modified7,-0.7315747129169691,-0.5096550966883486,-0.6855321263314323
NONTARGETING,TUBGCP2,Modified7,-1.6004234474281125,-1.648365477320925,-1.5596741312951177
NONTARGETING,U2AF2,Modified7,-2.4294726983660864,-2.2375030521217587,-2.1211444235194876
NONTARGETING,UBA1,Modified7,-2.587269113471619,-2.4144732906912854,-2.4577660438997606
NONTARGETING,VCP,Modified7,-3.57902256191198,-3.348088580531143,-2.777123323540388
NONTARGETING,WDR12,Modified7,-0.9511183864722972,-0.6320911097896769,-0.660511495734257
NONTARGETING,WDR33,Modified7,-1.733408919936956,-1.6144344091113738,-2.1475703150652072
NONTARGETING,XAB2,Modified7,-3.410123461862896,-2.5844293637327587,-2.491608921182191
NONTARGETING,YY1,Modified7,-0.4305245645781713,-0.41345398689096924,-0.794729385393563
NONTARGETING,ZNF207,Modified7,-0.83397996872682,-1.1292013205304043,-0.6487682568015887
NPHS2,SLC39A12,Modified7,0.6487227313768644,0.8388338611536618,0.8530492331482511
NUDT21,NONTARGETING,Modified7,-2.0100339670988276,-2.4464049521210067,-2.7289836776965064
NUP133,NONTARGETING,Modified7,-1.1106824430723283,-1.5095316872304214,-1.5864636502073404
NUP205,INTERGENIC,Modified7,-0.14346320357802061,-0.07968361879660714,0.0037987338125563125
NUP54,NONTARGETING,Modified7,-0.1109040969591995,-0.0860891820669683,0.06397460327814437
NUTF2,NONTARGETING,Modified7,-0.8307490353431046,-0.813804423377235,-0.9087630831218885
NXF1,NONTARGETING,Modified7,-2.149199756703812,-1.6480663817189962,-1.279202054484565
OPA1,NONTARGETING,Modified7,0.7441931298500651,0.5171599964584892,0.5399451204501795
OPALIN,ASB17,Modified7,0.6518549826261321,0.686886730428795,0.5915379909017855
PABPN1,NONTARGETING,Modified7,-0.44132290854196143,-0.5022562739733712,-0.5404589459169276
PAFAH1B1,NONTARGETING,Modified7,-4.526844035881606,-3.366946157432091,-4.008981493102125
PANX3,RPE65,Modified7,0.8697481639083062,0.8146300680177702,0.8121335225319888
PAX1,RHOXF2,Modified7,0.8887277382434731,0.8263048925306277,0.9686140907760967
PCBP2,NONTARGETING,Modified7,-2.036631309215539,-2.6464587080713113,-2.395826443440916
PDCL2,IFNA21,Modified7,0.4812521813848249,0.4800563359771777,0.14447147739783367
PDE6H,MEPE,Modified7,0.4592589668648841,0.4474868384492411,0.5757007825775233
PFDN2,NONTARGETING,Modified7,-1.3559537204411192,-1.1941924869079747,-1.895280529808292
PFN1,INTERGENIC,Modified7,0.7173943865255811,0.44675081055130406,0.12954590703289992
PHB,NONTARGETING,Modified7,-0.5385962455282945,-0.683436294220524,-0.8583939644727003
PHB2,NONTARGETING,Modified7,-3.644885400437241,-2.775863957409115,-3.6739716939104197
PHF5A,NONTARGETING,Modified7,-2.1354213335117493,-2.586163035282761,-3.8179053855537575
PIWIL3,HTR1A,Modified7,0.03281846584804042,0.29837163140000467,0.19124416285057463
PLAGL2,NONTARGETING,Modified7,0.7008741665566028,0.5602569178855541,0.56000015868008
POLR1B,NONTARGETING,Modified7,-1.6090932255222754,-1.4713489994524744,-1.5939636057488276
POLR2D,NONTARGETING,Modified7,-2.3434168388168866,-2.893984246810855,-2.0885087104110056
POLR2F,NONTARGETING,Modified7,-1.612311651670578,-1.4602969802950798,-2.343167711792015
POLR2I,NONTARGETING,Modified7,-3.177218467450668,-2.6405529689171936,-3.304132986516704
POP5,NONTARGETING,Modified7,-1.7678758259202112,-1.7269195343132533,-2.212494216950702
POTED,MTNR1B,Modified7,0.1118074170986916,0.16012261491514604,0.1937475717273508
POU3F4,TAS2R50,Modified7,0.8523156380629507,0.7814741089488029,0.7825436432244957
PRAMEF1,NLRP4,Modified7,0.7622690740958932,0.8841273231708295,0.737004816309196
PRAMEF2,IFNA5,Modified7,1.3485606633458138,1.2358625231438547,1.3132966251544191
PRAMEF7,GLRA1,Modified7,1.0245170061213185,0.8961293280580607,0.8224148829093478
PRB1,FAM47B,Modified7,0.9197371129583758,0.878374590212693,0.8039237879503764
PRB4,TAS2R42,Modified7,0.9495208104744692,1.089444616493208,1.1469775761562824
PREB,NONTARGETING,Modified7,-0.08173878418686764,-0.08642233316701348,-0.4914223060898489
PRPF18,NONTARGETING,Modified7,-0.07945784910722765,-0.2437609357172458,-0.32178450497450883
PRPF19,NONTARGETING,Modified7,-2.1550968152179553,-2.281586400652797,-2.348205380038358
PRPF31,NONTARGETING,Modified7,-1.9132338395250852,-1.6500975410869574,-1.5003250223019933
PRPF38A,NONTARGETING,Modified7,-2.636333100537327,-2.349939233580166,-2.6812370551298477
PRSS55,GHSR,Modified7,-0.6087365720890416,-0.38525007190858696,-0.4147001323806829
PSMA1,NONTARGETING,Modified7,-2.5650514753710345,-2.3704885300107947,-3.000632511139002
PSMA2,NONTARGETING,Modified7,-2.215423307509178,-1.632332721101972,-1.2373352306872007
PSMA3,NONTARGETING,Modified7,-0.84712596828234,-0.599555376903729,-1.3270259954000185
PSMA4,INTERGENIC,Modified7,-1.7250495995217947,-1.8818879099557106,-2.172632612628686
PSMB2,NONTARGETING,Modified7,-1.6649831147560736,-1.6464592821994093,-2.196832361297486
PSMB3,INTERGENIC,Modified7,-3.151415714940032,-2.974975168608186,-3.308822325213491
PSMB5,NONTARGETING,Modified7,-4.453049844099849,-3.3468890375196665,-4.861598424507639
PSMB6,NONTARGETING,Modified7,-2.030982793904381,-2.459082442917598,-2.274704019900786
PSMC1,NONTARGETING,Modified7,-2.9766573683056183,-2.441733238921991,-3.532978549656459
PSMC2,INTERGENIC,Modified7,-1.4516179926230879,-1.5079854960756376,-1.5833995880408185
PSMC3,NONTARGETING,Modified7,-2.451242588892389,-1.5354496802241226,-1.3369973994417848
PSMC4,NONTARGETING,Modified7,-3.0973525275034417,-1.6059679839831222,-1.4646396758101896
PSMD1,NONTARGETING,Modified7,-0.7742541478824619,0.08214801340099509,-0.7788903320129508
PSMD12,NONTARGETING,Modified7,-0.9051380261024571,-0.9666757379403402,-0.9575736470653053
PSMD13,NONTARGETING,Modified7,-0.8727381200879369,-1.2515737286456485,-1.1510882640842777
PSMD2,NONTARGETING,Modified7,-1.4891262555775686,-1.545487704621408,-2.090490029568026
PSMD4,NONTARGETING,Modified7,-2.0636345681595327,-1.7207188696468556,-1.7117488563023235
PSMD7,NONTARGETING,Modified7,-1.9800262103119821,-2.056489922428591,-1.5962399863540826
RAN,NONTARGETING,Modified7,-5.631226556966702,-5.599061541553315,-5.008351892087185
RBM14,NONTARGETING,Modified7,-0.5362034356270762,-0.8686281467821905,-0.7546592945339234
RBM17,NONTARGETING,Modified7,-1.4055655038214878,-0.9603251568174732,-1.5664602307243607
RBM22,NONTARGETING,Modified7,-1.2724160472202706,-1.3452868251262013,-1.626540840491695
RBM25,NONTARGETING,Modified7,-2.0999318053814116,-2.4142776784586313,-1.7421307343503432
RBMX,INTERGENIC,Modified7,-1.842130257530565,-2.680587628466215,-2.6468267183895398
RBPJL,IFNA16,Modified7,0.7606559250236495,0.8426422015796757,0.8507007014180232
RFX6,MRGPRX1,Modified7,0.4022096661808008,0.4695533128124417,0.36319915546478726
RHOXF2,PAX1,Modified7,-0.039214994451670246,0.09548340751665105,0.08345802954694422
RNASE12,FEZF1,Modified7,0.2761843931427601,0.43080616549229805,0.3448231295400994
RPA1,NONTARGETING,Modified7,-2.119749072182425,-1.727226532527354,-1.9137093658509143
RPA2,NONTARGETING,Modified7,-2.8308908154324977,-2.599381626000737,-3.0359260264219206
RPE65,PANX3,Modified7,0.3151855494405198,0.5320783723019211,0.6059888932946993
RPL10A,NONTARGETING,Modified7,-2.751119330103551,-2.3155576136537483,-3.9425046917131255
RPL11,NONTARGETING,Modified7,-2.3469454436842185,-2.067078501980226,-2.42214046925726
RPL12,NONTARGETING,Modified7,-1.5125458216167682,-1.9706054247254674,-1.6184503102867267
RPL13,NONTARGETING,Modified7,-2.019749753254509,-1.5918523757588543,-2.651224984299335
RPL13A,NONTARGETING,Modified7,-2.598637970655264,-3.3469668940347095,-3.124186747294988
RPL14,NONTARGETING,Modified7,-1.4340547639464685,-1.3228817533147945,-1.5716481717904296
RPL18,NONTARGETING,Modified7,-1.776916525374706,-1.8625780373997212,-2.9703659052118567
RPL18A,NONTARGETING,Modified7,-2.81521709601715,-2.358969987129387,-3.1644999527739515
RPL19,NONTARGETING,Modified7,-2.6857868328281365,-2.319122366287319,-2.6969700178014966
RPL23A,NONTARGETING,Modified7,-2.738662011052768,-2.5068690052984044,-2.424853386905706
RPL24,INTERGENIC,Modified7,-0.9747547815154012,-0.8150473103575415,-0.9494470434980142
RPL26,NONTARGETING,Modified7,-1.328782680855472,-1.577966768637813,-1.525676777252875
RPL27,NONTARGETING,Modified7,-0.8634621827513809,-1.758911631547386,-1.321342173434783
RPL3,NONTARGETING,Modified7,-2.4435441294221834,-1.8272727763036523,-2.03847165553859
RPL30,NONTARGETING,Modified7,-3.576046140924321,-3.3003383844453946,-3.3264671023017236
RPL31,NONTARGETING,Modified7,-2.8367278041172064,-2.3466841888647405,-2.5659104011402927
RPL32,NONTARGETING,Modified7,-3.3759156985784635,-3.0295432181899615,-3.3861314076107245
RPL34,NONTARGETING,Modified7,-2.0493628259752183,-2.182590641009747,-2.685226481352074
RPL35,NONTARGETING,Modified7,-1.5537763900003463,-1.3266927843788305,-0.9448291423619006
RPL35A,NONTARGETING,Modified7,-0.9244401554732373,-1.3017566364715618,-1.314245858956871
RPL36,NONTARGETING,Modified7,-4.179205904161536,-3.6925625403317826,-3.5976766307910713
RPL37,NONTARGETING,Modified7,-0.8146581131079635,-0.9912062624077085,-0.9127383182428571
RPL37A,INTERGENIC,Modified7,0.24288448009033992,0.20108835452939255,0.3602447227285204
RPL38,INTERGENIC,Modified7,0.2696980872528458,0.12883586952050582,-0.003978646296112942
RPL4,INTERGENIC,Modified7,-2.4337008499823263,-2.501427857154469,-2.5038633717170438
RPL6,INTERGENIC,Modified7,-1.2378330806911984,-1.4702930085885888,-1.2376862814896161
RPL7,NONTARGETING,Modified7,-3.2119330793359455,-2.9908167239721006,-4.196911006603239
RPL7A,NONTARGETING,Modified7,-2.042532201707564,-1.9997966923578434,-1.876196806489357
RPLP0,NONTARGETING,Modified7,-1.5892118971767588,-1.628043139341906,-1.7323461355652365
RPLP2,NONTARGETING,Modified7,-1.2946230835035468,-1.0621442671212353,-1.2488121902786553
RPN2,NONTARGETING,Modified7,-0.3174826669666006,-0.22254640315396834,-0.36124612666679623
RPP38,NONTARGETING,Modified7,-1.3460855413177526,-1.365476036442429,-1.8244778170775535
RPP40,NONTARGETING,Modified7,-0.8523778563430275,-0.7301301761063628,-1.2095064729611669
RPS11,NONTARGETING,Modified7,-3.0554030541679986,-3.1316760719671786,-4.28705040070756
RPS12,INTERGENIC,Modified7,-0.2941472715361707,-0.6677068145656972,-0.4677935973658477
RPS13,NONTARGETING,Modified7,-1.6916572913365098,-2.0615871360718754,-1.9550691656255226
RPS14,INTERGENIC,Modified7,-0.24034977519610884,-0.5262785303408288,-1.187519588855771
RPS15,NONTARGETING,Modified7,-1.469090745464366,-1.5226926670960104,-1.7112089875218108
RPS15A,NONTARGETING,Modified7,-1.4302395057782151,-1.0560375032994922,-0.8971617771833447
RPS18,NONTARGETING,Modified7,-2.974639218506362,-2.665625578811725,-3.506369119880512
RPS19,NONTARGETING,Modified7,-1.87122018229193,-2.180847461840221,-2.8853627873884213
RPS20,INTERGENIC,Modified7,-2.80097928093502,-2.2324014046159553,-3.1012993281877934
RPS24,NONTARGETING,Modified7,0.023149325025000694,-0.05774246877754709,-0.21465344987437798
RPS25,NONTARGETING,Modified7,-1.530238994129181,-1.3275133697735173,-1.6034082348183278
RPS27A,NONTARGETING,Modified7,-2.51714161197863,-3.5936871897362908,-2.7115091559922195
RPS3,INTERGENIC,Modified7,-0.18903276826191132,-0.19473922012928693,-0.2868817387030266
RPS4X,NONTARGETING,Modified7,-4.12102556188013,-3.2483726453183213,-3.4622441309033465
RPS5,NONTARGETING,Modified7,-2.449592316033224,-2.5236044951517513,-3.478522424999712
RPS6,NONTARGETING,Modified7,-3.592838381478761,-3.6626032955857304,-4.167313651837842
RPS7,INTERGENIC,Modified7,-1.3933239071484929,-1.4433755611312757,-2.1897602454059903
RPS8,INTERGENIC,Modified7,-1.7234549414209126,-1.8003269492769354,-2.087355160471785
RPS9,INTERGENIC,Modified7,-1.9274192266447043,-2.0585077307071886,-2.2740803900664215
RPSA,NONTARGETING,Modified7,-1.6386741260139002,-2.117034742177119,-1.6790388168198436
RRM1,NONTARGETING,Modified7,-2.3660271269760322,-1.8174663318537712,-2.4698417770760526
RTF1,INTERGENIC,Modified7,-1.240941843222924,-0.9729717153166162,-1.0409348935479819
RUVBL1,NONTARGETING,Modified7,-1.1906959628068556,-1.4710597937150574,-1.9731053141012578
RUVBL2,NONTARGETING,Modified7,-2.2579494146611863,-2.085741772340141,-2.0219000593325855
S100A7A,SPINK14,Modified7,0.5910167221203506,0.7177360764474771,0.5108089557299123
S100G,IFNA4,Modified7,0.8288221486888976,0.7697268399880959,0.5721219367772881
SAGE1,EFCAB3,Modified7,0.18562987472140954,0.13182642884544254,0.1395073887981078
SDAD1,NONTARGETING,Modified7,-1.756035003762948,-1.6287186534066391,-1.8072542623861598
SF3A1,NONTARGETING,Modified7,-2.935523505606582,-2.7440511694648277,-2.7582776471370796
SF3A2,NONTARGETING,Modified7,-2.916001040218122,-2.012878499385266,-2.238117840633922
SF3B2,NONTARGETING,Modified7,-2.4347871315962797,-2.5854833315179913,-2.5808574250366743
SF3B3,NONTARGETING,Modified7,-2.023167064855668,-2.232233164368469,-2.8051624651656564
SF3B4,NONTARGETING,Modified7,-3.46098122444834,-2.9283058879108186,-3.0470925035970033
SF3B5,INTERGENIC,Modified7,-1.3979788271684148,-1.4315231450893402,-1.7667173769563886
SLC39A12,NPHS2,Modified7,0.3815276111690292,0.6555800193212161,0.5418559080969265
SMC3,NONTARGETING,Modified7,-2.873612163443463,-3.316558756845878,-3.269598643645283
SNRNP200,NONTARGETING,Modified7,-3.5656719692515675,-3.532343756860074,-4.114871223829283
SNRNP27,INTERGENIC,Modified7,-1.0246273010787563,-1.122149041139638,-0.9654280636303352
SNRPB,NONTARGETING,Modified7,-1.0788321295294132,-0.7560635712047874,-0.7868295076429068
SNRPD1,NONTARGETING,Modified7,-2.793926966490357,-2.606133966039896,-2.4475601326594845
SNRPD2,NONTARGETING,Modified7,-1.4867489674257583,-1.2371096599229772,-1.4012305169689974
SNW1,NONTARGETING,Modified7,-0.21603848270033094,-0.36669695724618023,-0.3590867051617221
SON,NONTARGETING,Modified7,-1.1496955578583035,-0.8789482961395232,-1.0276061173868665
SPINK14,S100A7A,Modified7,0.08214345478732824,0.5261125088980716,0.33672901338435257
SRBD1,INTERGENIC,Modified7,-1.2055567671556056,-1.4032281031491205,-1.2423092243314775
SRCAP,NONTARGETING,Modified7,-1.5887145421214521,-2.073744461557009,-1.803683393947113
SRFBP1,NONTARGETING,Modified7,-0.25177354693565784,-0.24433444887735167,-0.20153201037559293
SRRT,NONTARGETING,Modified7,-1.2074302141442328,-1.1232228051323625,-1.4849644845326306
SRSF1,NONTARGETING,Modified7,-3.127110116035589,-3.6455178212712593,-3.2154656223838147
SSX3,BPIFC,Modified7,-0.06254729613753643,0.025633058023859373,0.2524315639726421
STATH,KRTAP19-3,Modified7,0.3162521358036874,0.3888843570500633,0.06553833038821849
SUPT5H,NONTARGETING,Modified7,-1.2115278452340028,-1.3392861871577655,-1.5921322068048356
SUPT6H,NONTARGETING,Modified7,-1.5338109833978952,-1.9646916273199766,-1.7503482016474567
SUPV3L1,NONTARGETING,Modified7,-1.3073082187876888,-1.1890926753295856,-0.618530838581897
TAAR1,TAS2R39,Modified7,0.4543450997046384,0.25217668138042626,0.5276252443346052
TAS2R39,TAAR1,Modified7,0.2527318093618592,0.4846926593401142,0.2296751752013281
TAS2R42,PRB4,Modified7,0.6942280520132662,0.9950917900773064,1.1783933877562134
TAS2R43,KRTAP10-4,Modified7,0.926431308329295,1.040460053119814,0.8502921869127187
