Gene1,Gene2,Scaffold,PILOT_100X_D14,PILOT_500X_D14,PILOT_PCR500X_D14
DYNC1H1,INTERGENIC,Modified7,-2.0699825633192583,-1.855782128911502,-2.439144807481611
DYNC1I2,NONTARGETING,Modified7,-2.8802919290267366,-2.8296455810375774,-2.7237559013194845
EEF2,NONTARGETING,Modified7,-2.38143837732739,-2.2581094514234987,-1.9584026055403634
EFCAB3,SAGE1,Modified7,0.2375867922711172,0.41709083913815387,0.43684917353431363
EGR4,DDX4,Modified7,0.02687363064493476,0.07126155353841221,-0.15399294166346422
EIF2B2,NONTARGETING,Modified7,-2.08722128718282,-1.8974573008299371,-2.182781286405836
EIF2B3,NONTARGETING,Modified7,-2.033620587263232,-2.092657636246551,-2.8516427340459947
EIF2B4,NONTARGETING,Modified7,-3.184665104580457,-2.696744943710229,-3.151174704583571
EIF2S2,INTERGENIC,Modified7,-1.397324889988127,-0.772328264340145,-0.9777480497348601
EIF3A,INTERGENIC,Modified7,-1.6621854082888738,-1.7585494315187402,-1.890881879021943
EIF3B,INTERGENIC,Modified7,-1.6316283870640138,-1.0005538013031594,-1.582179844078475
EIF3C,NONTARGETING,Modified7,-0.9525125618513669,-1.2007477974104475,-0.9931962135102148
EIF3D,NONTARGETING,Modified7,-1.156775225323208,-1.3794922938791976,-1.6328944426684737
EIF3F,INTERGENIC,Modified7,-1.3919278935455852,-1.2354579725395292,-1.4455023180821187
EIF3G,INTERGENIC,Modified7,-1.4971401623369305,-2.124278871795394,-2.360726897032392
EIF3H,NONTARGETING,Modified7,-0.18808826886954852,-0.8250777735820221,-0.951377533544774
EIF3I,INTERGENIC,Modified7,-2.0587873340535277,-1.8749452157722322,-1.7022758606033412
EIF4A3,NONTARGETING,Modified7,-2.1677960984051707,-1.49825204975247,-1.4083064792498312
EIF4E,NONTARGETING,Modified7,-0.8644790456704858,-1.2456520728492944,-1.4310876885372052
EIF5B,INTERGENIC,Modified7,-2.05673637960862,-2.113609451637615,-1.512404217912648
EIF6,NONTARGETING,Modified7,-1.619018997198821,-1.752745890139932,-2.280369365820686
ERH,INTERGENIC,Modified7,-2.1923721898788706,-2.2975411862578854,-2.355024344400506
ETF1,NONTARGETING,Modified7,-0.7074377456310328,-0.5545838938963277,-1.053483420370676
F9,MEP1A,Modified7,0.5225430891086258,0.3361880367313973,0.2434086465173937
FAM47B,PRB1,Modified7,0.9262171656488896,0.7567976543799637,0.8135351989365947
FDPS,NONTARGETING,Modified7,0.17679911349055294,-0.08981392679919745,0.24050525661429017
FEZF1,RNASE12,Modified7,0.9476107367805684,0.837150945948057,0.8298372971005961
FNDC7,HCRTR2,Modified7,0.07444703290709881,0.17636731225505098,0.10641872797169812
FRMD7,CSH1,Modified7,0.3155228152505204,-0.12812056762275573,0.009199027885206573
FTSJ3,NONTARGETING,Modified7,-2.8005482343693195,-2.1130817568048146,-1.7527891467140582
GABPA,INTERGENIC,Modified7,-0.09848941210011247,-0.3846257230992092,-0.29269947992768675
GAR1,NONTARGETING,Modified7,0.42743811095611495,0.28255393898123204,0.27782003761804963
GEMIN2,NONTARGETING,Modified7,-0.7375042292520213,-0.5465258088910883,-0.5752763457048399
GHSR,PRSS55,Modified7,0.6027643889539203,0.5233409946016829,0.26482485991159366
GKN2,IFNK,Modified7,0.5248107344692956,0.5831315142333202,0.7024404383639999
GLRA1,PRAMEF7,Modified7,0.42515006150573204,0.365665139616531,0.7034543342035153
GLRA2,KRTAP10-8,Modified7,0.8709999332108118,0.7838279463277977,0.8165402713225706
GML,KRTAP13-3,Modified7,0.48153382274470696,0.34758312492361426,0.40724143615536135
GNL3,NONTARGETING,Modified7,-1.2900832061490939,-1.7665439859991214,-1.3616550803416707
GSTA5,KRTAP13-2,Modified7,0.25435160920412725,0.49703991644136386,0.6161360336845192
GTF3C4,NONTARGETING,Modified7,-0.638200410107743,-1.1848414327964898,-1.0841272376247968
HAUS1,NONTARGETING,Modified7,-1.7809226087071222,-0.6482306524714498,-1.3374114905482382
HAUS7,NONTARGETING,Modified7,-0.9343005396646906,-1.1519934418499158,-1.2128256038184446
HCRTR2,FNDC7,Modified7,0.05189520085254953,-0.2632415778911181,-0.36544507564803574
HEATR1,NONTARGETING,Modified7,-1.0436798037601154,-1.4479861624383266,-1.6692687346365709
HNRNPC,NONTARGETING,Modified7,-0.7258220435204545,-0.7951880666979427,-0.5711784969717919
HNRNPK,NONTARGETING,Modified7,-4.0450571926488195,-3.0285529429213467,-4.0325964789281254
HNRNPL,NONTARGETING,Modified7,-0.27038447702321394,-0.6758240725504632,-0.8086185146005347
HNRNPM,NONTARGETING,Modified7,-0.40209112798155133,-0.6875363260106385,-0.73526592065791
HNRNPU,NONTARGETING,Modified7,-0.7013130469783482,-0.8494433201724623,-1.1618519884265126
HOXD12,HTR3C,Modified7,0.44019997618591444,0.4171410247502579,0.5714116711616403
HSFY1,INS,Modified7,0.5375196726607625,0.3967587701743554,1.1099854238533249
HSPA9,NONTARGETING,Modified7,-1.5716392117681734,-1.3277266651137383,-1.8903452233863267
HSPE1,NONTARGETING,Modified7,-2.9397777465314747,-2.9041363509042353,-2.3007238050497616
HTR1A,PIWIL3,Modified7,-0.015017937146909952,0.36582887815121096,0.04391522257544897
HTR3C,HOXD12,Modified7,0.5311346458862227,0.43483042746568906,0.45304480919822165
IARS2,NONTARGETING,Modified7,0.9272254607605481,0.5871209193473994,0.2694932032418934
IFNA16,RBPJL,Modified7,0.8039714786335703,0.9113964541702997,1.0954947279930471
IFNA21,PDCL2,Modified7,0.7556173786591807,0.6066573970311856,0.6747919100372644
IFNA4,S100G,Modified7,0.4563343296986087,0.5967140744431824,0.4445489061879622
IFNA5,PRAMEF2,Modified7,1.0163667192653612,1.1110232569724272,1.2697940845358726
IFNK,GKN2,Modified7,0.5040342431129937,0.5469738267196745,0.5237435217652262
IFNW1,CACNG2,Modified7,0.7229661006617293,0.8269213514982199,0.795973516802074
IL3,ATP6V1G3,Modified7,0.581727718919758,0.7282465528677091,0.4249843940264918
IL36B,XKR7,Modified7,0.5981786777956841,0.6493855005304465,0.5371755951836541
IMP4,INTERGENIC,Modified7,-0.7017620269170922,-1.1672478267305881,-1.103544038864734
INCENP,NONTARGETING,Modified7,-1.229556316736769,-1.0512114278153732,-1.2096015610524375
INS,HSFY1,Modified7,0.3651311335263367,0.40618197154945496,0.3246837403630332
INSL5,CST4,Modified7,0.17879271746632175,0.37422793271056065,0.2550509915656827
INTERGENIC,AP2S1,Modified7,-1.2318121748070026,-1.8571220027089916,-1.7447219112459784
INTERGENIC,CCNK,Modified7,-1.7188362905829204,-1.825313162928739,-1.7758422050558544
INTERGENIC,CCT8,Modified7,-1.3221978027624035,-1.436692633925515,-2.028475448227781
INTERGENIC,COPS4,Modified7,-0.9232699941290962,-1.0582635224989492,-1.180762055100649
INTERGENIC,COPZ1,Modified7,-1.4996515694962471,-1.3779348399199127,-1.1433729417845657
INTERGENIC,DDX21,Modified7,-1.2822214583321982,-1.7592603790922912,-1.6144705906752435
INTERGENIC,DDX46,Modified7,-1.4751556412944888,-1.4217586008243959,-1.0547806081274724
INTERGENIC,DDX54,Modified7,-1.6207304854412157,-1.4160308561637134,-1.8560117899041926
INTERGENIC,DYNC1H1,Modified7,-2.357547335169489,-2.1827201983376385,-3.3204822239091945
INTERGENIC,EIF2S2,Modified7,-0.5836716293914997,-0.5059671015777529,-0.6557909313581888
INTERGENIC,EIF3A,Modified7,-1.5731194568739268,-1.563719446639063,-2.3330546420365095
INTERGENIC,EIF3B,Modified7,-0.6139354702130189,-0.5574370418705245,-0.6953782332067779
INTERGENIC,EIF3F,Modified7,-0.7735498620869763,-1.4363206170109561,-1.0062786053272879
INTERGENIC,EIF3G,Modified7,-2.8412548587738726,-2.4932029252000083,-2.5693150368394764
INTERGENIC,EIF3I,Modified7,-1.6116460530953627,-1.2494898808113697,-1.5364918829936811
INTERGENIC,EIF5B,Modified7,-0.8340078786666165,-0.7333976089582332,-0.8353505427904281
INTERGENIC,ERH,Modified7,-2.7392226412634795,-2.2311964608334875,-2.5553209336844565
INTERGENIC,GABPA,Modified7,-0.345462905073781,-0.562935804752116,-0.3083657274241087
INTERGENIC,IMP4,Modified7,-1.2646986310649664,-1.050049215757472,-1.3349862057703268
INTERGENIC,INTERGENIC,Modified7,0.7723315724141732,0.8247329385963508,0.7948843681720152
INTERGENIC,KPNB1,Modified7,-2.3056163170187958,-1.982714605193321,-2.2726889685480662
INTERGENIC,NUP205,Modified7,-0.30786741993549555,-0.3645928441961885,-0.6583126703214258
INTERGENIC,PFN1,Modified7,-0.2768983788650571,-0.5925325236206479,-0.4900201866612782
INTERGENIC,PSMA4,Modified7,-1.2351157839688487,-0.9221508111771314,-1.3564832427005715
INTERGENIC,PSMB3,Modified7,-3.821977332633889,-2.971349625937153,-3.5523896881522887
INTERGENIC,PSMC2,Modified7,-1.4790339891566133,-1.239424786876481,-1.2640091609739013
INTERGENIC,RBMX,Modified7,-3.1079758978008956,-2.4030612482730684,-2.998852150550438
INTERGENIC,RPL24,Modified7,-0.2939502368472303,-0.6601257643760561,-0.39340016058732363
INTERGENIC,RPL37A,Modified7,-1.7100216189404946,-1.4982568776796104,-2.1105945239410158
INTERGENIC,RPL38,Modified7,-0.9087439625884595,-1.2567128830682406,-0.9807885303473144
INTERGENIC,RPL4,Modified7,-2.3897045552146228,-2.509932201928775,-3.0945442107813204
INTERGENIC,RPL6,Modified7,-1.4993175279434612,-1.516812357017924,-1.3249574868111667
INTERGENIC,RPS12,Modified7,-2.256296063002696,-1.5352088558139134,-1.5063652599826347
INTERGENIC,RPS14,Modified7,-1.444019876020598,-1.2481833375741016,-1.1439198060411044
INTERGENIC,RPS20,Modified7,-3.3503579731980437,-2.6335662244037508,-1.894898680293732
INTERGENIC,RPS3,Modified7,-1.0275509304242836,-0.8308419831678198,-0.7518781219312857
INTERGENIC,RPS7,Modified7,-2.188041212576382,-1.9457245427835481,-1.995927745154825
INTERGENIC,RPS8,Modified7,-5.612107911908934,-3.4736367921382962,-4.848035369362411
INTERGENIC,RPS9,Modified7,-1.4575760023076811,-1.7489797852075855,-1.5774350115892664
INTERGENIC,RTF1,Modified7,-0.5360026811271339,-0.23846132982807247,-0.3763922217316868
INTERGENIC,SF3B5,Modified7,-3.012983065984953,-2.6470760195373977,-2.403983064797126
INTERGENIC,SNRNP27,Modified7,-1.134262491584614,-1.0841856597484092,-0.5380663034107143
INTERGENIC,SRBD1,Modified7,-1.179981718844486,-1.5137043220200983,-1.273369703283629
INTERGENIC,TCERG1,Modified7,0.3480633492206846,0.33588870997053755,0.39640226681855795
INTERGENIC,UBB,Modified7,-0.1212598334967542,0.11554612292737523,-0.19053770548373292
INTERGENIC,USP39,Modified7,-2.321100701642928,-2.409173256586032,-3.225186779493942
INTERGENIC,ZC3H18,Modified7,0.558458805946664,0.09719450338578556,0.1333723748568128
INTS9,NONTARGETING,Modified7,-2.368078054678956,-2.9404675544851377,-3.3442823683269705
ISCU,NONTARGETING,Modified7,-0.5090543693180366,-0.47025665030632585,-0.3988759407680136
KIF2B,ADAM2,Modified7,0.32040836091721125,0.33835959856173015,0.4751617828251985
KPNB1,INTERGENIC,Modified7,-1.3716244528354145,-2.1325732046844212,-1.20719660585591
KRT33A,MS4A13,Modified7,1.0467362989127846,0.6787741254562165,0.605851128151299
KRTAP10-10,KRTAP10-2,Modified7,0.7159370059433235,0.7604805893605194,0.7098549999266963
KRTAP10-2,KRTAP10-10,Modified7,-0.3316297877819696,-0.07683599728961588,0.10281468030802443
KRTAP10-4,TAS2R43,Modified7,1.0950276637999774,1.0498610512180353,1.1216823516859706
KRTAP10-6,KRTAP4-4,Modified7,0.32047934765358577,0.28168900310499334,0.19654668246294865
KRTAP10-8,GLRA2,Modified7,0.7587931630332221,0.620971884530666,0.22021298288988714
KRTAP10-9,CSHL1,Modified7,0.4872821742920339,0.25141029313406915,0.3651949347722258
KRTAP13-2,GSTA5,Modified7,0.7746564952771703,1.0973074467834016,0.943585198000715
KRTAP13-3,GML,Modified7,0.7054157362589097,0.5517173299827628,0.5539285484331763
KRTAP19-3,STATH,Modified7,0.15023640575907926,0.21158844393386772,0.7734542240616076
KRTAP23-1,LHX5,Modified7,0.41295390024183953,0.5221459464335454,0.47644403097426224
KRTAP4-12,TGIF2LY,Modified7,0.7036004982770651,0.5654802147338853,0.36765397195959376
KRTAP4-4,KRTAP10-6,Modified7,0.9448101703599029,0.7692889242329498,0.7491453817948174
KRTAP9-2,DEFB104A,Modified7,0.03951698759853106,0.1509287733382515,-0.3923572049456483
LARS2,NONTARGETING,Modified7,0.09011032322518064,0.006322964229752259,-0.07432530570008616
LHX5,KRTAP23-1,Modified7,0.37232536639410546,0.5673426966996804,0.5852248633829451
LIN28A,WFDC11,Modified7,0.8067791978968126,0.7090137265745382,0.815510589299882
LSM4,NONTARGETING,Modified7,-2.126431239696551,-2.199918373047775,-2.570317558736002
LSM6,NONTARGETING,Modified7,-2.361404314670822,-2.0792781092969816,-2.4894985215618126
LUC7L3,NONTARGETING,Modified7,-1.989188363014363,-2.0162188731220234,-1.9126130997145077
LYZL2,BMP10,Modified7,0.6472307107212544,0.7077866675437738,0.8558234425195688
MED14,NONTARGETING,Modified7,-1.2642876596898063,-1.39725336041993,-1.2122996074084493
MED30,NONTARGETING,Modified7,-2.9554202101561966,-2.9137209747212927,-2.299193455417772
MEP1A,F9,Modified7,0.3861036258679438,0.6233468322123868,0.7064364321568378
MEPE,PDE6H,Modified7,1.0461518380837793,0.841395777301782,0.8423735423368389
MRGPRD,ZIM3,Modified7,0.9040777694379871,0.7859272579072902,0.6853604611514306
MRGPRX1,RFX6,Modified7,0.7023589353296371,0.616239825520174,0.6098790385025028
MS4A13,KRT33A,Modified7,0.6665994591278135,0.5440140649346039,0.34601130083233195
MTFMT,NONTARGETING,Modified7,-0.811667681640649,-0.9824442521576655,-0.8863992412042088
MTNR1B,POTED,Modified7,0.7657890026162936,0.7203153540488618,0.8297667283892061
NAA10,NONTARGETING,Modified7,-0.8960037009735335,-0.6155082400358586,-0.6904275359505433
NAA38,NONTARGETING,Modified7,-0.5237143257568595,-0.2807518195685922,-0.23746229106723882
NANOGNB,CSTL1,Modified7,0.40444797794195975,0.41153896311342086,0.3251650917533298
NAPA,NONTARGETING,Modified7,-0.8390777670677272,-1.280755390990597,-1.2612097724088167
NAPG,NONTARGETING,Modified7,0.33861554178867387,-0.25208679422966357,0.24984209118817158
NCBP1,NONTARGETING,Modified7,-1.2917148706113872,-1.1908464590775916,-1.5331401845388988
NEDD8,NONTARGETING,Modified7,-1.624990567781769,-1.7963757316918993,-1.872053748099233
NLRP4,PRAMEF1,Modified7,0.7118672361801636,0.7261785565815153,0.6494512051684298
NMS,C12orf40,Modified7,0.8229649974508431,1.0313327399350398,0.36520829645094244
NONTARGETING,ACTL6A,Modified7,-2.202699350579053,-2.122522496700689,-2.46229325326939
NONTARGETING,ACTR6,Modified7,-0.6083887214414684,-0.7777612400775958,-1.0684704043790567
NONTARGETING,ALYREF,Modified7,-1.468583183890828,-1.502016348614208,-2.3626550354055134
NONTARGETING,ANAPC4,Modified7,-1.0060354284758501,-1.4147988332412769,-0.6530929854913428
NONTARGETING,ANAPC5,Modified7,-2.511519330933593,-2.536888227933927,-2.209431650296559
NONTARGETING,ARCN1,Modified7,-1.437264096092428,-1.3883367705601986,-1.6106908045592503
NONTARGETING,ATP6V0D1,Modified7,-2.249813916977625,-1.953779707994469,-1.700074972788153
NONTARGETING,BOP1,Modified7,-1.9031480640291896,-1.8969619710058243,-2.1424284959879256
NONTARGETING,BRIX1,Modified7,-1.4886598587374178,-1.2621769015314634,-1.0601436161505835
NONTARGETING,CCT3,Modified7,-1.8288991349063706,-2.1004586089498023,-2.184984171210451
NONTARGETING,CCT4,Modified7,-2.023013875441356,-1.6500988240871846,-3.0351440696149123
NONTARGETING,CCT6A,Modified7,-0.6555328471699909,-0.5148785406943981,-0.5765551926869806
NONTARGETING,CCT7,Modified7,-3.8122323654079464,-2.8016777533977715,-3.1720160394289576
NONTARGETING,CDC40,Modified7,-1.1724325435480245,-0.8080572149072656,-0.9542859144992426
NONTARGETING,CDC5L,Modified7,-2.8381002513980147,-2.8202997198908455,-2.38823334028722
NONTARGETING,CHMP2A,Modified7,-2.769747938943243,-2.7257521738994415,-1.920195423112888
NONTARGETING,COPA,Modified7,-2.5042046588825797,-2.749054201563542,-2.932664460098477
NONTARGETING,COPB1,Modified7,-1.972125986718643,-2.83302801405471,-2.4528188992214095
NONTARGETING,COPB2,Modified7,-1.8541082060364675,-1.6363072200026831,-1.538216781764477
NONTARGETING,COPE,Modified7,-2.1389143743094334,-1.5056892629865803,-1.465214854402704
NONTARGETING,COPS6,Modified7,-0.9227632158407493,-0.7749665291870195,-0.7088602245026198
NONTARGETING,COPS8,Modified7,-0.9958490609867532,-0.905643877447417,-0.7413781879215753
NONTARGETING,COX10,Modified7,0.20614491463794313,0.21971342125396148,0.23970002005443516
NONTARGETING,CPSF2,Modified7,-2.16981608819205,-2.0777719127165164,-1.8528103332141859
NONTARGETING,CPSF3,Modified7,-1.6064506329755588,-1.8971649029506854,-1.9318620946070968
NONTARGETING,CSE1L,Modified7,-2.7368595018836173,-1.6541196303120973,-2.007911586313589
NONTARGETING,DDB1,Modified7,-2.4701022583783,-2.420969881409812,-2.338667672325942
NONTARGETING,DDX18,Modified7,-1.1045212588033575,-1.0307919058079928,-1.1648609333033846
NONTARGETING,DKC1,Modified7,-0.8878114437557523,-0.7530880923704875,-0.8166974971153519
NONTARGETING,DYNC1I2,Modified7,-2.22274572738297,-2.0762181802995805,-2.01525011130421
NONTARGETING,EEF2,Modified7,-3.906814540189155,-3.6033000008559233,-3.246180466559638
NONTARGETING,EIF2B2,Modified7,-2.415255089193911,-2.1721550279063173,-2.559664658446139
NONTARGETING,EIF2B3,Modified7,-2.76110215247094,-2.351428410892731,-2.398122810701654
NONTARGETING,EIF2B4,Modified7,-2.138725046387273,-2.369241778962519,-3.364630017248901
NONTARGETING,EIF3C,Modified7,-1.563744700180631,-1.9318478362906437,-1.9410183192085317
NONTARGETING,EIF3D,Modified7,-1.8268391887667503,-1.6393105312482787,-2.113796417504752
NONTARGETING,EIF3H,Modified7,-0.6952542681056021,-0.28367466079798065,-0.3458147890611623
NONTARGETING,EIF4A3,Modified7,-1.3992400505155151,-1.8299829075987935,-2.048302756636008
NONTARGETING,EIF4E,Modified7,-0.6429248247808569,-1.4356972690124925,-1.4991546504261153
NONTARGETING,EIF6,Modified7,-1.1905009363013062,-1.5919382475424753,-1.542518176001512
NONTARGETING,ETF1,Modified7,-2.2970077728622496,-2.26883969738719,-2.1600645179795617
NONTARGETING,FDPS,Modified7,-0.03344155669001855,-0.21123379792572514,-0.2696156810754278
NONTARGETING,FTSJ3,Modified7,-2.793204278866146,-2.330431608478362,-3.200075724524091
NONTARGETING,GAR1,Modified7,0.26372641443043826,0.043001037858577396,-0.04031460215959781
NONTARGETING,GEMIN2,Modified7,-1.1048684732670369,-0.6467454442688798,-0.8098470619305518
NONTARGETING,GNL3,Modified7,-2.4170642340077277,-1.642297528255721,-2.733219856330246
NONTARGETING,GTF3C4,Modified7,-0.12848403703973213,0.22764475370971335,-0.4323171406762882
NONTARGETING,HAUS1,Modified7,-0.7816060191527812,-1.3617493002504881,-1.9333497591213045
NONTARGETING,HAUS7,Modified7,-1.0038243189637435,-0.7439230364025948,-0.6994364107080835
NONTARGETING,HEATR1,Modified7,-1.510052885705484,-1.88511876707594,-2.3589811875250986
NONTARGETING,HNRNPC,Modified7,-1.0862645503272552,-0.9080362323246902,-0.8012877523500055
NONTARGETING,HNRNPK,Modified7,-3.2625596067839964,-2.8110406466847615,-3.3531659761749975
NONTARGETING,HNRNPL,Modified7,-0.22635055245952787,-0.7101336417617179,-0.5773926894521156
NONTARGETING,HNRNPM,Modified7,-0.21324120624977264,-0.5347644023653176,-1.0439569823781158
NONTARGETING,HNRNPU,Modified7,-0.9389574039850068,-1.5804526917679511,-2.2297081844299123
NONTARGETING,HSPA9,Modified7,-1.870816007068578,-1.4424647017417018,-1.9862794494802394
NONTARGETING,HSPE1,Modified7,-2.780399507533474,-3.2286560667075586,-2.4626668813218453
NONTARGETING,IARS2,Modified7,0.11251761987310928,0.3452925309785696,0.11725118326321536
NONTARGETING,INCENP,Modified7,-1.1752433532184234,-1.803650263407988,-1.9091589984077015
NONTARGETING,INTS9,Modified7,-3.039799082377486,-3.3883828284127304,-3.0117946346753244
NONTARGETING,ISCU,Modified7,-2.330197827409456,-0.9109545951833686,-1.4436829779504767
NONTARGETING,LARS2,Modified7,0.43740919571783665,0.22656494863884738,0.23204778453776564
NONTARGETING,LSM4,Modified7,-1.7944931643498143,-2.1198559469571756,-2.526957733124985
NONTARGETING,LSM6,Modified7,-2.392595448968077,-2.7217903975270232,-3.3667678794183615
NONTARGETING,LUC7L3,Modified7,-1.5204687949462685,-1.5127871296710642,-1.6759384050538713
NONTARGETING,MED14,Modified7,-2.071703112138451,-1.9630327729617285,-2.4527471838197124
NONTARGETING,MED30,Modified7,-3.7269088416269094,-3.3367420232862677,-4.206104672714721
NONTARGETING,MTFMT,Modified7,-0.23691728637104484,-0.005191983673495024,-0.16536296226315064
NONTARGETING,NAA10,Modified7,-1.3340175453572742,-1.4639801467306224,-1.7670609829503585
