	VectorID1
SWAP	296581
SCAFFOLD_MISMATCH	1525
DG0006973	478
DG0007039	462
DG0005194	454
DG0008686	441
DG0008651	435
DG0007092	410
DG0006994	387
DG0005134	385
DG0006322	369
DG0002513	369
DG0003642	368
DG0008640	366
DG0008706	364
DG0007094	364
DG0008650	357
DG0008647	355
DG0003641	353
DG0007086	350
DG0001792	349
DG0008739	348
DG0007035	348
DG0005282	341
DG0007122	334
DG0001790	327
DG0005069	326
DG0005661	319
DG0008782	315
DG0003161	313
DG0008748	313
DG0005123	312
DG0005075	312
DG0006869	310
DG0007081	309
DG0006750	307
DG0007000	306
DG0007072	306
DG0007079	305
DG0007061	305
DG0008732	304
DG0001534	301
DG0000589	301
DG0005228	300
DG0007077	299
DG0008720	299
DG0005470	297
DG0000455	296
DG0007087	295
DG0008646	293
DG0008653	292
DG0007145	291
DG0008545	291
DG0007074	291
DG0000181	291
DG0007107	289
DG0008784	289
DG0008605	287
DG0008538	287
DG0004981	285
DG0001373	285
DG0003351	285
DG0008475	283
DG0007098	282
DG0008725	281
DG0008712	281
DG0006957	279
DG0005127	278
DG0007093	276
DG0006955	276
DG0000029	276
DG0002652	276
DG0000945	274
DG0008717	273
DG0008851	273
DG0000059	271
DG0006790	271
DG0003900	270
DG0007131	270
DG0008887	269
DG0005421	269
DG0005072	269
DG0008679	268
DG0007934	268
DG0000453	267
DG0004424	267
DG0002006	266
DG0001728	265
DG0000809	263
DG0006875	262
DG0006789	262
DG0005157	262
DG0007095	262
DG0005026	262
DG0002741	261
DG0005643	260
DG0001531	260
DG0000515	260
DG0000173	260
DG0007085	259
DG0008579	258
DG0007220	258
DG0007115	258
DG0007607	258
DG0006924	258
DG0007262	258
DG0000597	257
DG0008563	256
DG0005272	256
DG0002035	256
DG0008745	255
DG0008675	255
DG0008711	253
DG0000797	253
DG0008691	253
DG0008753	253
DG0008569	252
DG0006651	252
DG0008469	252
DG0008702	251
DG0005305	251
DG0001196	250
DG0005551	250
DG0005107	249
DG0002932	249
DG0006849	249
DG0005209	249
DG0007235	249
DG0007754	248
DG0006756	247
DG0005557	246
DG0005195	246
DG0005519	246
DG0007022	245
DG0000013	245
DG0004796	245
DG0007126	245
DG0008568	245
DG0007302	244
DG0005534	244
DG0002850	243
DG0001986	243
DG0006775	242
DG0007138	242
DG0002651	242
DG0008322	241
DG0002039	240
DG0001547	240
DG0008723	240
DG0000081	239
DG0008758	238
DG0007180	238
DG0002055	238
DG0003500	238
DG0000185	238
DG0000598	238
DG0008684	238
DG0006512	238
DG0008705	237
DG0008719	237
DG0006688	237
DG0002024	237
DG0008450	237
DG0006785	236
DG0008695	236
DG0000015	236
DG0007118	236
DG0003021	236
DG0003067	235
DG0008499	235
DG0002356	234
DG0008124	234
DG0003478	234
DG0008306	234
DG0003763	233
DG0000451	233
DG0008814	233
DG0002494	232
DG0000018	232
DG0005187	231
