	VectorID1
SWAP	307911
SCAFFOLD_MISMATCH	1926
DG0006651	310
DG0008497	307
DG0007409	291
DG0003614	280
DG0008306	271
DG0008782	269
DG0007452	268
DG0007424	267
DG0008545	266
DG0008651	266
DG0001534	263
DG0000541	258
DG0008706	255
DG0008071	254
DG0003642	249
DG0006973	249
DG0005811	248
DG0007180	248
DG0006322	245
DG0001116	244
DG0007467	242
DG0000809	242
DG0004796	241
DG0008126	240
DG0007086	239
DG0005026	237
DG0005282	237
DG0006053	237
DG0008182	234
DG0007039	234
DG0003645	232
DG0000845	232
DG0007094	232
DG0006411	232
DG0004661	230
DG0006646	229
DG0003681	228
DG0006380	225
DG0006869	225
DG0004759	225
DG0004424	225
DG0007923	224
DG0005699	224
DG0007220	224
DG0007824	223
DG0004669	222
DG0005643	222
DG0006129	221
DG0005925	221
DG0007992	220
DG0005194	220
DG0001063	220
DG0006849	218
DG0007301	218
DG0005069	217
DG0006318	217
DG0001241	215
DG0004987	214
DG0007095	214
DG0007268	214
DG0007543	213
DG0003959	213
DG0000145	213
DG0002513	212
DG0006571	211
DG0001663	211
DG0008060	211
DG0001571	211
DG0006657	210
DG0006875	210
DG0006085	209
DG0001554	209
DG0006800	208
DG0005820	208
DG0006636	208
DG0002356	208
DG0004997	207
DG0001551	207
DG0007854	206
DG0008538	205
DG0003338	205
DG0008179	204
DG0008485	204
DG0001821	204
DG0006527	203
DG0008640	203
DG0002741	203
DG0003182	203
DG0007531	203
DG0003161	202
DG0008469	202
DG0006093	201
DG0000029	201
DG0003466	200
DG0003201	200
DG0007307	200
DG0005905	199
DG0006924	199
DG0008181	198
DG0000151	198
DG0008401	197
DG0006082	197
DG0005668	197
DG0003914	197
DG0000373	197
DG0007092	196
DG0007760	196
DG0002062	195
DG0006538	195
DG0006885	195
DG0006144	195
DG0000559	194
DG0008675	194
DG0008449	194
DG0005885	194
DG0007843	194
DG0004051	194
DG0007934	194
DG0004341	194
DG0004184	193
DG0008053	193
DG0002359	193
DG0006089	193
DG0000597	193
DG0005887	192
DG0008313	192
DG0006311	191
DG0004805	191
DG0006297	191
DG0008322	191
DG0003283	191
DG0006288	190
DG0003896	190
DG0005557	190
DG0006231	190
DG0006241	190
DG0008508	190
DG0002085	189
DG0008699	189
DG0008913	189
DG0006403	189
DG0002495	188
DG0007758	188
DG0008647	188
DG0007902	188
DG0008650	188
DG0004828	187
DG0003331	187
DG0005889	187
DG0003181	187
DG0008814	186
DG0000994	186
DG0005742	186
DG0001377	186
DG0004998	186
DG0002144	186
DG0006896	186
DG0008100	186
DG0006178	186
DG0007079	186
DG0002134	186
DG0008278	186
DG0003478	186
DG0001473	185
DG0007781	185
DG0003763	185
DG0003180	185
DG0000841	185
DG0008298	185
DG0008854	185
DG0007544	184
DG0005826	184
DG0001790	184
DG0000553	184
DG0002843	184
DG0000535	184
DG0008503	183
DG0007697	183
DG0008893	183
DG0001153	183
DG0002035	183
DG0001892	183
DG0006670	182
DG0005800	182
DG0008371	182
DG0008166	182
DG0007746	182
DG0006429	182
DG0001373	182
DG0007896	182
DG0000694	182
DG0002677	182
DG0006647	181
DG0003388	181
DG0008392	181
DG0001525	181
DG0008003	181
DG0007262	181
DG0002805	181
DG0003613	181
DG0001966	181
DG0002652	180
DG0008157	180
DG0003121	180
DG0003387	180
DG0008568	179
DG0004166	179
DG0000495	179
DG0005012	179
DG0003899	179
DG0007840	179
DG0007455	179
DG0006688	178
DG0001705	178
DG0003812	178
DG0000437	178
DG0000801	178
DG0007724	178
DG0007709	177
DG0006299	177
DG0001322	176
DG0007754	176
DG0006509	176
DG0002965	176
DG0004247	176
DG0005574	176
DG0000860	176
DG0001643	176
DG0000598	176
DG0002347	176
DG0006994	176
DG0008487	175
DG0001450	175
DG0008773	175
DG0000797	175
DG0007035	175
DG0008116	175
DG0006775	175
DG0005352	175
DG0006556	175
DG0008153	174
DG0004641	174
DG0006209	174
DG0001334	174
DG0000018	174
DG0002743	174
DG0000537	174
DG0001496	174
DG0007921	174
DG0008717	174
DG0007072	174
DG0003989	174
DG0008216	174
DG0008450	174
DG0001547	174
DG0002419	173
DG0005797	173
DG0001792	173
DG0006891	173
DG0008898	173
DG0001489	173
DG0008304	173
DG0001347	173
DG0008631	172
DG0008739	172
DG0005796	172
DG0005413	172
DG0007022	172
DG0001095	172
DG0007423	172
DG0007309	172
DG0002253	171
DG0007226	171
DG0005940	171
DG0001903	171
DG0006512	171
DG0004744	171
DG0007796	171
DG0007530	171
DG0005794	171
DG0005209	171
DG0006933	171
DG0006496	171
DG0004550	170
DG0007728	170
DG0007789	170
DG0000059	170
DG0006916	170
DG0007804	170
DG0000047	170
DG0001909	170
DG0000856	170
DG0006559	169
DG0007085	169
DG0008892	169
DG0004614	169
DG0002889	169
DG0008404	169
DG0006694	169
