	VectorID1
SWAP	349903
SCAFFOLD_MISMATCH	2060
DG0007039	549
DG0008640	513
DG0008651	497
DG0005134	471
DG0006994	460
DG0008647	459
DG0007220	456
DG0003642	450
DG0007035	430
DG0007085	426
DG0006973	420
DG0005069	414
DG0008712	413
DG0008475	411
DG0008748	409
DG0008706	409
DG0004796	408
DG0007094	407
DG0007122	407
DG0003161	400
DG0007203	400
DG0007061	399
DG0008705	397
DG0008561	397
DG0005194	397
DG0008878	397
DG0008782	395
DG0008568	394
DG0006924	393
DG0008491	393
DG0004658	392
DG0007302	390
DG0006322	390
DG0008646	386
DG0003478	385
DG0003181	385
DG0005470	384
DG0000597	383
DG0008686	378
DG0005209	376
DG0003641	373
DG0008650	370
DG0000030	369
DG0008725	368
DG0001534	368
DG0002039	366
DG0008697	361
DG0006972	360
DG0008617	359
DG0005174	358
DG0005228	355
DG0006512	354
DG0008306	354
DG0007077	354
DG0002843	352
DG0007099	351
DG0008641	350
DG0000018	348
DG0005643	346
DG0008497	346
DG0006688	346
DG0007092	346
DG0007072	345
DG0003182	344
DG0000437	344
DG0005352	343
DG0007022	342
DG0006776	338
DG0008625	337
DG0000694	337
DG0008757	336
DG0008469	334
DG0000015	333
DG0004424	332
DG0008569	332
DG0008577	332
DG0007086	331
DG0007048	329
DG0006651	329
DG0005534	328
DG0002356	327
DG0000809	327
DG0007095	326
DG0002439	326
DG0007079	326
DG0008401	326
DG0007143	322
DG0006908	322
DG0005394	322
DG0007059	322
DG0002055	321
DG0007706	320
DG0000535	319
DG0005509	319
DG0007137	318
DG0007118	318
DG0002513	317
DG0006750	317
DG0005026	317
DG0008711	316
DG0007093	315
DG0007180	315
DG0001525	314
DG0005282	314
DG0008854	314
DG0000031	313
DG0008851	312
DG0001373	309
DG0000434	309
DG0005166	309
DG0008887	307
DG0000035	306
DG0000059	306
DG0001515	306
DG0000728	306
DG0008450	306
DG0006849	305
DG0000029	305
DG0000589	305
DG0005504	304
DG0006744	304
DG0000005	304
DG0007234	303
DG0005070	302
DG0005017	302
DG0008666	301
DG0006300	301
DG0008679	300
DG0001711	298
DG0008739	297
DG0005557	297
DG0008691	297
DG0007074	297
DG0003784	297
DG0000023	297
DG0008717	296
DG0007607	296
DG0008720	296
DG0000173	295
DG0001790	295
DG0007301	295
DG0006775	294
DG0002053	293
DG0008538	293
DG0008370	293
DG0008298	293
DG0000618	293
DG0008675	292
DG0001917	292
DG0005103	291
DG0001778	291
DG0000598	289
DG0000833	289
DG0005080	289
DG0005062	287
DG0007040	287
DG0002495	287
DG0005123	286
DG0003351	286
DG0004967	285
DG0005058	285
DG0005137	285
DG0007087	285
DG0008754	285
DG0001517	285
DG0007210	285
DG0008485	285
DG0008732	284
DG0004469	284
DG0001200	284
DG0005313	283
DG0001715	283
DG0003791	282
DG0006949	282
DG0008487	282
DG0008660	282
DG0006748	282
DG0003021	282
DG0000373	282
DG0000804	281
DG0000845	281
DG0008438	280
DG0006926	280
DG0005403	279
DG0007127	278
DG0005551	278
DG0005464	278
DG0008814	278
DG0008764	277
DG0006678	277
DG0004981	277
DG0007115	277
DG0001196	277
DG0000063	277
DG0005239	276
DG0002422	276
DG0008822	276
DG0005229	276
DG0001792	276
DG0002041	275
DG0007002	275
DG0008620	275
DG0008898	275
DG0005305	274
DG0001408	274
DG0002741	273
DG0000053	273
DG0007317	273
DG0001727	273
DG0001947	273
DG0007098	273
DG0001547	272
DG0008893	272
DG0007001	272
DG0007754	272
DG0007009	272
DG0004891	272
DG0003388	271
DG0002808	271
DG0008784	271
DG0002285	271
DG0007028	271
DG0005661	271
DG0008527	270
DG0000617	270
DG0006975	269
DG0000577	268
DG0003615	268
DG0001786	268
DG0006966	268
DG0000445	267
DG0001523	267
DG0005197	267
DG0000791	266
DG0008631	266
DG0003502	266
DG0003588	266
DG0008723	265
DG0000967	265
DG0008696	264
DG0002587	264
DG0005625	264
DG0005050	264
DG0007226	263
DG0001098	263
DG0000515	263
DG0007126	262
DG0002955	262
DG0008904	262
DG0008745	261
DG0005232	261
DG0002986	261
DG0007145	261
DG0007131	261
DG0008702	261
DG0008867	260
DG0003067	260
DG0008560	260
DG0002897	260
DG0003066	260
DG0000009	260
DG0005072	259
DG0006782	259
DG0000453	259
DG0002036	259
DG0006952	259
DG0005297	259
