	VectorID1
SWAP	349034
SCAFFOLD_MISMATCH	1909
DG0006973	555
DG0003642	523
DG0005069	482
DG0008651	464
DG0007092	454
DG0003182	454
DG0000030	432
DG0008712	426
DG0006994	424
DG0008782	419
DG0008706	415
DG0001534	414
DG0008644	408
DG0002035	407
DG0007095	407
DG0008650	398
DG0007094	393
DG0008647	392
DG0008653	392
DG0007039	389
DG0000453	388
DG0008640	386
DG0006322	384
DG0006924	383
DG0004424	383
DG0005134	381
DG0007048	378
DG0008686	374
DG0008306	371
DG0008711	370
DG0001790	369
DG0000597	367
DG0008675	365
DG0008560	365
DG0007061	365
DG0007607	364
DG0003161	363
DG0000589	362
DG0007122	361
DG0003641	358
DG0008851	358
DG0005194	357
DG0001547	356
DG0008497	355
DG0007085	354
DG0008605	352
DG0008646	350
DG0003181	349
DG0005352	346
DG0005150	346
DG0008100	345
DG0008887	343
DG0003478	341
DG0008661	340
DG0006512	340
DG0004891	339
DG0008469	338
DG0008898	336
DG0002495	334
DG0007072	333
DG0008697	331
DG0001496	331
DG0007098	330
DG0006926	330
DG0008620	329
DG0008584	326
DG0008166	325
DG0000059	325
DG0005643	324
DG0006869	322
DG0004981	321
DG0006972	321
DG0008629	320
DG0006966	320
DG0007301	319
DG0002356	319
DG0000237	317
DG0001373	317
DG0006651	316
DG0007040	316
DG0007086	315
DG0008561	315
DG0006750	314
DG0008725	313
DG0007210	313
DG0002513	313
DG0008720	313
DG0005026	312
DG0001700	312
DG0005551	311
DG0007115	311
DG0000437	310
DG0007070	310
DG0007059	309
DG0003021	309
DG0002055	309
DG0008298	309
DG0008854	309
DG0000145	308
DG0007079	308
DG0003784	308
DG0008619	308
DG0008676	308
DG0006688	307
DG0005661	306
DG0008491	306
DG0005110	306
DG0001792	306
DG0000999	305
DG0002029	305
DG0008527	305
DG0006849	305
DG0008568	304
DG0001196	303
DG0008362	302
DG0008124	302
DG0007934	302
DG0007082	301
DG0000023	301
DG0005075	301
DG0007302	301
DG0008705	300
DG0005571	300
DG0007143	299
DG0008684	299
DG0007077	298
DG0000581	298
DG0008757	298
DG0007035	298
DG0008475	297
DG0007126	297
DG0008641	296
DG0000027	295
DG0000057	294
DG0007022	294
DG0000061	294
DG0000515	293
DG0005122	291
DG0006954	291
DG0006775	291
DG0005166	291
DG0005123	290
DG0006776	290
DG0008332	290
DG0005509	290
DG0008693	290
DG0000809	290
DG0007001	288
DG0000029	287
DG0005058	287
DG0008660	286
DG0006875	286
DG0004805	286
DG0007016	286
DG0004796	285
DG0005039	285
DG0002039	285
DG0008666	285
DG0006955	285
DG0008401	285
DG0002741	284
DG0002843	284
DG0004893	282
DG0008738	282
DG0005183	281
DG0002514	281
DG0003763	281
DG0002439	280
DG0008748	278
DG0000535	278
DG0005668	278
DG0001470	277
DG0008487	276
DG0000007	275
DG0006780	275
DG0000173	274
DG0000845	274
DG0005504	273
DG0005187	273
DG0001116	273
DG0005428	273
DG0008717	272
DG0007165	272
DG0008396	272
DG0006790	272
DG0001815	271
DG0005543	271
DG0005049	271
DG0007071	270
DG0007131	270
DG0002048	270
DG0002965	270
DG0005091	270
DG0007081	270
DG0000454	270
DG0001188	266
DG0000018	266
DG0005072	266
DG0002047	266
DG0003898	266
DG0005534	266
DG0008892	265
DG0005282	265
DG0007008	265
DG0007232	265
DG0008371	265
DG0002652	264
DG0006756	264
DG0007042	264
DG0005305	264
DG0001786	264
DG0007093	263
DG0007236	263
DG0007028	263
DG0007290	263
DG0001525	263
DG0000594	263
DG0000189	262
DG0001903	262
DG0003466	262
DG0000047	261
DG0003634	261
DG0000456	261
DG0007038	261
DG0008545	261
DG0008702	261
DG0001916	260
DG0000087	260
DG0003792	259
DG0007000	259
DG0004784	259
DG0008878	259
DG0003614	259
DG0000434	258
DG0005045	258
DG0000725	258
DG0003222	258
DG0008691	258
DG0003438	258
DG0000936	258
DG0002024	258
DG0005223	258
DG0008168	257
DG0007074	257
DG0008749	257
DG0001704	257
DG0000682	257
DG0000013	257
DG0000585	257
DG0008699	256
DG0002655	256
DG0000786	256
DG0008449	256
DG0003351	256
DG0005519	255
DG0005057	255
DG0001917	255
DG0007018	254
DG0001515	254
DG0000441	253
DG0007009	253
DG0005401	253
DG0007262	253
DG0001784	253
DG0008713	253
DG0008698	252
DG0001377	252
DG0008450	252
DG0002804	252
DG0008625	252
DG0004860	251
DG0002715	251
DG0000122	251
DG0008621	251
DG0008538	250
DG0008719	250
DG0000797	250
DG0007107	250
DG0001445	249
DG0002740	249
DG0001523	249
DG0006989	249
DG0006965	249
DG0004614	249
DG0008759	248
DG0008569	248
DG0000181	248
DG0008434	248
DG0008566	248
DG0008872	248
DG0001406	248
DG0007060	248
DG0007220	247
DG0005390	247
DG0005151	247
DG0002011	247
DG0008860	247
DG0005540	247
DG0008739	247
DG0008704	247
DG0003388	247
DG0006758	247
DG0002036	247
DG0004828	246
DG0004226	246
DG0000125	246
DG0002027	246
DG0006233	246
DG0000945	246
DG0008795	245
DG0005200	245
DG0008745	245
DG0000598	245
DG0006812	245
DG0008750	245
DG0002053	245
DG0004987	245
DG0004837	244
DG0008300	244
DG0001834	244
DG0000254	244
DG0002743	244
DG0008477	244
DG0005470	244
DG0003613	244
DG0007203	244
DG0001821	244
DG0007226	243
DG0002033	243
DG0000252	243
DG0008871	243
DG0007011	243
DG0001846	243
DG0004911	242
DG0000015	242
DG0008796	242
DG0008688	242
DG0005048	242
DG0008814	242
DG0001533	241
DG0002253	241
DG0006857	241
DG0000120	241
DG0008606	241
DG0001663	241
DG0002973	240
DG0008810	240
DG0001810	240
DG0008758	240
DG0008503	240
DG0000106	240
DG0005082	240
DG0007145	239
DG0001535	239
DG0001599	239
DG0005577	239
DG0001063	239
DG0005107	239
DG0008683	239
DG0005227	239
DG0007068	238
DG0002837	238
DG0007099	238
DG0001938	237
DG0006957	237
DG0007673	237
DG0005124	237
DG0002003	237
DG0007020	237
DG0005228	236
DG0007052	236
DG0008508	236
DG0008781	236
DG0007354	236
DG0002977	236
DG0006971	236
DG0006967	236
DG0001495	236
DG0003502	236
DG0000451	236
DG0006996	235
DG0000534	235
DG0008743	235
DG0005679	235
DG0008573	235
DG0005421	235
DG0005184	235
DG0005651	235
DG0003775	235
DG0001727	234
DG0001450	234
DG0005520	234
DG0001935	234
DG0000527	234
DG0001164	234
DG0007250	234
DG0001986	234
DG0008822	234
DG0000234	234
DG0007754	233
DG0001915	233
DG0008674	233
DG0008913	233
DG0002347	233
DG0001719	233
DG0006879	232
DG0002494	232
DG0000957	232
DG0008563	232
DG0005404	232
DG0004793	232
DG0007118	232
DG0006865	232
DG0008577	231
DG0007127	231
DG0008420	231
DG0003500	231
DG0006964	231
DG0006744	231
DG0006968	231
DG0000093	231
DG0005578	231
DG0007215	231
DG0008403	231
DG0007087	230
DG0005464	230
DG0008608	230
DG0005186	230
DG0008673	230
DG0008499	229
DG0000442	229
DG0008830	229
DG0002156	229
DG0000447	229
DG0001507	229
DG0007136	229
DG0007409	228
DG0005203	228
DG0008612	228
DG0001163	228
DG0004470	228
DG0007121	228
DG0000618	228
DG0003066	228
DG0000703	228
DG0008303	227
DG0006891	227
DG0005076	227
DG0001579	227
