	VectorID1
SWAP	452199
SCAFFOLD_MISMATCH	2004
DG0008651	717
DG0007039	618
DG0008640	615
DG0006973	589
DG0003642	584
DG0000030	567
DG0008782	562
DG0006994	556
DG0007095	537
DG0005194	536
DG0003161	536
DG0006322	528
DG0007061	524
DG0006924	520
DG0008650	519
DG0007035	513
DG0007008	512
DG0005134	507
DG0008646	506
DG0007094	501
DG0008706	501
DG0003182	500
DG0007122	495
DG0007072	490
DG0008686	489
DG0000589	483
DG0007092	482
DG0007085	481
DG0003784	478
DG0008887	475
DG0005075	474
DG0001790	474
DG0008717	468
DG0008647	466
DG0007086	465
DG0008675	462
DG0007934	460
DG0004424	459
DG0007079	459
DG0008545	457
DG0003478	455
DG0002513	454
DG0005643	453
DG0008401	451
DG0006869	450
DG0000059	448
DG0007145	447
DG0007022	445
DG0001792	438
DG0002741	431
DG0005026	431
DG0008691	427
DG0008725	426
DG0003613	426
DG0006972	425
DG0005209	425
DG0000809	424
DG0008560	424
DG0008711	423
DG0008475	420
DG0005069	420
DG0003641	418
DG0008617	416
DG0008851	416
DG0008538	415
DG0008487	413
DG0008732	412
DG0004796	412
DG0000597	411
DG0008100	411
DG0000999	411
DG0005228	410
DG0008306	409
DG0007220	408
DG0006651	408
DG0003021	406
DG0007416	405
DG0000023	405
DG0008739	405
DG0008485	405
DG0000189	404
DG0008497	404
DG0008653	404
DG0008569	404
DG0008705	402
DG0008720	402
DG0000598	400
DG0007143	400
DG0008491	400
DG0008322	399
DG0007059	399
DG0002035	398
DG0000453	397
DG0000018	397
DG0007131	396
DG0002652	394
DG0007087	393
DG0000437	390
DG0007074	390
DG0008450	389
DG0001525	389
DG0006955	388
DG0007093	387
DG0001547	386
DG0007000	386
DG0008712	386
DG0008684	385
DG0005123	383
DG0005197	383
DG0003900	382
DG0001534	382
DG0008697	382
DG0006831	381
DG0008166	380
DG0007127	380
DG0008625	379
DG0008298	379
DG0001496	378
DG0007115	378
DG0007302	378
DG0007107	377
DG0006775	377
DG0006957	377
DG0007607	377
DG0007048	376
DG0002356	376
DG0005571	376
DG0003792	376
DG0008748	376
DG0006849	375
DG0007301	375
DG0008644	374
DG0004981	374
DG0008656	374
DG0000029	373
DG0008898	373
DG0005282	372
DG0007126	372
DG0002832	372
DG0005557	371
DG0007118	370
DG0008878	369
DG0005122	369
DG0008370	369
DG0008561	368
DG0007040	368
DG0004658	366
DG0003201	366
DG0008469	365
DG0000784	365
DG0002843	365
DG0007082	365
DG0004805	365
DG0001373	364
DG0007180	364
DG0005470	363
DG0007011	363
DG0002715	362
DG0003181	362
DG0008661	362
DG0000007	361
DG0005174	361
DG0007064	360
DG0007032	359
DG0004784	359
DG0006688	358
DG0005446	358
DG0008527	357
DG0008719	357
DG0004891	357
DG0001523	356
DG0000797	356
DG0005504	356
DG0001533	356
DG0006949	356
DG0008822	356
DG0008749	355
DG0006875	355
DG0005195	355
DG0007203	355
DG0008699	354
DG0008620	354
DG0000061	353
DG0005150	353
DG0005103	350
DG0005051	350
DG0001196	350
DG0008674	350
DG0001947	350
DG0000057	349
DG0002651	349
DG0008698	349
DG0005661	348
DG0008579	348
DG0008660	348
DG0002495	347
DG0005166	347
DG0008758	346
DG0006996	346
DG0000515	345
DG0006758	345
DG0001408	344
DG0002439	344
DG0005403	344
DG0005559	344
DG0000027	343
DG0008639	342
DG0006954	342
DG0008797	341
DG0008568	341
DG0000015	341
DG0003614	341
DG0002907	340
DG0000618	340
DG0005107	340
DG0000451	339
DG0000248	339
DG0007098	339
DG0008263	339
DG0000145	339
DG0005017	338
DG0005428	338
DG0004854	338
DG0000694	338
DG0008619	337
DG0008621	337
DG0003671	337
DG0008814	336
DG0001515	336
DG0004470	336
DG0000181	336
DG0008449	335
DG0005625	335
DG0004860	335
DG0001728	334
DG0001599	334
DG0006971	334
DG0001374	334
DG0006966	333
DG0000047	332
DG0007009	331
DG0002039	331
DG0001786	329
DG0006975	329
DG0002055	329
DG0000594	329
DG0000252	329
DG0006790	329
DG0000519	329
DG0007673	329
DG0003066	328
DG0000534	328
DG0008896	328
DG0008605	328
DG0008666	328
DG0008745	328
DG0006953	328
DG0004828	328
DG0007010	328
DG0000585	328
DG0008796	327
DG0008757	327
DG0007210	327
DG0007754	327
DG0008499	327
DG0008676	326
DG0005096	326
DG0004967	326
DG0000005	326
DG0007262	326
DG0005050	326
DG0008631	325
DG0005188	325
DG0005110	325
DG0006776	324
DG0006989	324
DG0002018	324
DG0007215	323
DG0005352	323
DG0005644	323
DG0008508	323
DG0005577	323
DG0008679	323
DG0005509	323
DG0001846	322
DG0007001	322
DG0000527	321
DG0000535	321
DG0002024	321
DG0001406	321
DG0008332	321
DG0003022	321
DG0003763	320
DG0006916	319
DG0005184	319
DG0000173	319
DG0002921	318
DG0005334	318
DG0002514	317
DG0003466	316
DG0006950	316
DG0003500	316
DG0005127	316
DG0008815	316
DG0001519	316
DG0005543	315
DG0008477	315
DG0005186	315
DG0005151	315
DG0005305	314
DG0005679	314
DG0003351	314
DG0007409	314
DG0002494	313
DG0000445	313
DG0004998	313
DG0008754	313
DG0005223	312
DG0008572	312
DG0000801	312
DG0005464	312
DG0008688	311
DG0008902	311
DG0008892	311
DG0008387	311
DG0007200	311
DG0004275	311
DG0008664	311
DG0000945	310
DG0008799	310
DG0000456	309
DG0004793	309
DG0005219	309
DG0000087	308
DG0001920	308
DG0001334	308
DG0000845	308
DG0007226	308
DG0001398	307
DG0008584	307
DG0002587	307
DG0000955	307
DG0008874	307
DG0008396	307
DG0005322	307
DG0008606	306
DG0005551	306
DG0005650	305
DG0002041	305
DG0008867	305
DG0003791	305
DG0003067	304
DG0006695	304
DG0001700	304
DG0005596	304
DG0005200	304
DG0006891	304
DG0008817	304
DG0005239	304
DG0008704	304
DG0000043	304
DG0000994	303
DG0003175	303
DG0005401	303
DG0008124	303
DG0008503	303
DG0007235	303
DG0006879	303
DG0008555	303
DG0000013	302
DG0000582	302
DG0002347	302
DG0001443	301
DG0005241	300
DG0001063	300
DG0002036	299
DG0002869	299
DG0008300	299
DG0007034	299
DG0007706	299
DG0005144	299
DG0008695	299
DG0004614	299
DG0000237	299
DG0007066	299
DG0005091	299
DG0002014	298
DG0000623	298
DG0001965	298
DG0003174	298
DG0006865	298
DG0007099	298
DG0007045	297
DG0008696	297
DG0005272	297
DG0000085	297
DG0005137	297
DG0008629	297
DG0008371	297
DG0006756	297
DG0006689	296
DG0002910	296
DG0000789	296
DG0004226	296
DG0008854	295
DG0001171	295
DG0005534	295
DG0004939	295
DG0005243	295
DG0008612	295
DG0007070	295
DG0008738	294
DG0007234	294
DG0008278	294
DG0005034	294
DG0005187	294
DG0001791	294
DG0001810	293
DG0008665	293
DG0005684	293
DG0002254	293
DG0001172	293
DG0008559	293
DG0001235	293
DG0005229	293
DG0006512	292
DG0004469	292
DG0002284	292
DG0005222	292
DG0002011	292
DG0008392	292
DG0005471	292
DG0002006	291
DG0008913	291
DG0001663	291
DG0006983	291
DG0008792	291
DG0005256	291
DG0007165	291
DG0000169	290
DG0000841	290
DG0005876	290
DG0005578	290
DG0005421	290
DG0002831	290
DG0007047	290
DG0008827	290
DG0005072	290
DG0005281	289
DG0003645	289
DG0005039	289
DG0000063	289
DG0006984	289
DG0006233	289
DG0005546	288
DG0001711	288
DG0007137	288
DG0008795	287
DG0008581	287
DG0002821	287
DG0002987	287
DG0003338	287
DG0006744	287
DG0001579	287
DG0003183	287
DG0008784	287
DG0007028	287
DG0004837	287
DG0000987	287
DG0001966	286
DG0001915	286
DG0003015	286
DG0002044	286
DG0008753	286
DG0003615	286
DG0000125	286
DG0008763	286
DG0006938	286
DG0008723	285
DG0000791	285
DG0007113	285
DG0008641	285
DG0001705	285
DG0001719	285
DG0007038	284
DG0003352	284
DG0000441	284
DG0001821	284
DG0000256	284
DG0008624	284
DG0000682	284
DG0000427	284
DG0008362	284
DG0001826	283
DG0000415	283
DG0005341	283
DG0005390	283
DG0007020	282
DG0005057	282
DG0000790	282
DG0005164	282
DG0008843	282
DG0008303	282
DG0000367	282
DG0000081	281
DG0006926	281
DG0008434	281
DG0005537	281
DG0007250	280
DG0006933	280
DG0003778	280
DG0000373	280
DG0008781	280
DG0005328	279
DG0002805	279
DG0007152	279
DG0002977	279
DG0002655	279
DG0007142	279
DG0005157	279
DG0008577	279
DG0007689	279
DG0005136	279
DG0008536	278
DG0005247	278
DG0008830	278
DG0005140	278
DG0007130	278
DG0007172	278
DG0007081	278
DG0002430	277
DG0007026	277
DG0007062	277
DG0002010	277
DG0001176	277
DG0006368	277
DG0008764	277
DG0001450	277
DG0001903	277
DG0005104	277
DG0000434	276
DG0000111	276
DG0000334	276
DG0000541	276
DG0007041	276
DG0000624	276
DG0006694	276
DG0000454	276
DG0000732	276
DG0006965	276
DG0002973	276
DG0001391	275
DG0008693	275
DG0002850	275
DG0000433	275
DG0008514	274
DG0008873	274
DG0006783	274
DG0005189	274
DG0006964	274
DG0005173	274
DG0008773	274
DG0007552	274
DG0001784	274
DG0000936	274
DG0003189	273
DG0008904	273
DG0000455	273
DG0007979	273
DG0002009	273
DG0002418	273
DG0001489	272
DG0007292	272
DG0000447	272
DG0002285	272
DG0002343	272
DG0006729	272
DG0001431	272
DG0005574	272
DG0000949	272
DG0000804	272
DG0001910	272
DG0000031	272
DG0006800	272
DG0005213	272
DG0005049	272
DG0007170	271
DG0002422	271
DG0001116	271
DG0000035	271
DG0008689	271
DG0001192	270
DG0002017	270
DG0002808	270
DG0008673	270
DG0002924	270
DG0000728	270
DG0001421	270
DG0006967	270
DG0001707	270
DG0000785	270
DG0007077	270
DG0000587	270
DG0008683	269
DG0005271	269
DG0005378	269
DG0005532	269
DG0000177	269
DG0007052	269
DG0000442	269
DG0007161	269
DG0005631	269
DG0003502	269
DG0008614	268
DG0002253	268
DG0008472	268
DG0000530	268
DG0006948	267
DG0001403	267
DG0008603	267
DG0008565	267
DG0008587	267
DG0003494	267
DG0001916	266
DG0008743	266
DG0005651	266
DG0005061	266
DG0007108	266
DG0002912	266
DG0007042	266
DG0007068	266
DG0005291	266
DG0006785	266
DG0002837	266
DG0000053	265
DG0007110	265
DG0005236	265
DG0003387	265
DG0005680	265
DG0000817	265
DG0008633	265
DG0005172	264
DG0001715	264
DG0005668	264
DG0004965	264
DG0007452	264
DG0001954	264
DG0000885	264
DG0005448	263
DG0008893	263
DG0000449	263
DG0008588	263
DG0005203	263
DG0000185	263
DG0007116	263
DG0006885	263
DG0007031	263
DG0007121	262
DG0000215	262
DG0005058	262
DG0005082	262
DG0005143	262
DG0002029	262
DG0003001	262
DG0008755	262
DG0000233	261
DG0001781	261
DG0002027	261
DG0008438	261
DG0001835	261
DG0008914	261
DG0002216	261
DG0004877	261
DG0008900	261
DG0008635	261
DG0004953	261
DG0001218	260
DG0004893	260
DG0008602	260
DG0001788	260
DG0008563	259
