	VectorID1
SWAP	452686
SCAFFOLD_MISMATCH	2249
DG0003642	712
DG0006973	687
DG0008651	678
DG0007039	657
DG0007094	598
DG0008706	595
DG0005194	590
DG0008782	584
DG0005134	581
DG0003161	577
DG0008711	570
DG0005069	569
DG0007092	564
DG0006322	561
DG0006994	555
DG0007095	551
DG0008640	538
DG0000030	538
DG0008650	511
DG0008647	497
DG0001534	495
DG0007079	489
DG0006924	483
DG0008748	482
DG0007048	477
DG0003182	477
DG0003021	475
DG0002035	474
DG0008538	471
DG0007035	469
DG0008646	469
DG0003478	467
DG0001792	467
DG0008644	465
DG0007085	462
DG0008720	462
DG0004981	461
DG0002513	460
DG0003641	455
DG0007122	454
DG0008887	453
DG0007115	451
DG0006972	449
DG0007086	447
DG0007607	446
DG0001547	445
DG0008739	444
DG0006688	444
DG0008561	444
DG0000597	444
DG0007077	443
DG0002055	440
DG0000437	440
DG0005228	440
DG0005470	440
DG0007008	439
DG0005643	437
DG0005282	437
DG0007098	433
DG0006651	432
DG0004424	432
DG0007061	431
DG0007934	430
DG0000589	430
DG0003201	430
DG0008878	427
DG0008686	425
DG0005551	425
DG0000453	425
DG0007072	424
DG0008568	424
DG0008497	423
DG0000173	423
DG0008691	420
DG0007131	419
DG0007262	419
DG0007001	418
DG0001790	417
DG0001496	416
DG0005026	415
DG0008697	414
DG0008569	414
DG0002018	413
DG0008560	413
DG0005150	412
DG0007143	412
DG0000598	409
DG0004796	408
DG0003181	404
DG0008475	404
DG0000029	402
DG0008675	401
DG0001373	399
DG0005075	398
DG0007145	398
DG0008898	398
DG0008621	398
DG0003784	397
DG0004854	396
DG0008401	396
DG0005209	396
DG0001525	396
DG0007059	395
DG0005504	395
DG0003351	394
DG0004891	394
DG0005058	393
DG0008725	393
DG0007118	393
DG0002039	393
DG0007087	392
DG0008620	391
DG0008660	391
DG0000015	391
DG0007093	389
DG0008822	389
DG0006869	389
DG0007127	389
DG0008705	389
DG0008491	388
DG0008124	387
DG0008712	386
DG0007220	386
DG0007203	385
DG0000797	385
DG0006964	385
DG0003613	384
DG0001515	384
DG0008450	384
DG0008605	383
DG0002439	383
DG0000618	383
DG0000945	383
DG0001523	383
DG0008896	381
DG0005534	381
DG0005103	380
DG0008619	379
DG0008717	379
DG0000018	379
DG0002495	378
DG0006957	378
DG0007022	378
DG0008332	378
DG0006966	377
DG0008306	377
DG0000189	376
DG0000023	376
DG0002959	375
DG0008545	375
DG0008303	374
DG0000535	374
DG0008606	374
DG0000519	374
DG0002652	373
DG0008719	372
DG0006955	372
DG0000059	372
DG0000061	372
DG0000694	371
DG0005509	371
DG0008100	371
DG0006954	370
DG0006776	369
DG0008485	369
DG0005650	368
DG0000515	368
DG0008699	367
DG0008653	367
DG0008797	367
DG0008370	366
DG0002027	366
DG0008854	365
DG0000005	365
DG0006849	365
DG0006512	364
DG0005557	364
DG0005174	364
DG0001903	363
DG0004784	363
DG0003615	363
DG0000587	363
DG0005421	362
DG0008565	362
