	VectorID1
SWAP	417803
SCAFFOLD_MISMATCH	2061
DG0006651	413
DG0008497	382
DG0003614	375
DG0008306	374
DG0007452	374
DG0008071	366
DG0008651	358
DG0003642	353
DG0007467	352
DG0006869	350
DG0005699	350
DG0007409	348
DG0005820	347
DG0005282	342
DG0008706	338
DG0008126	337
DG0000541	336
DG0008538	335
DG0001063	334
DG0006875	333
DG0001534	328
DG0008545	327
DG0000845	327
DG0007094	325
DG0008640	325
DG0007039	324
DG0005811	324
DG0008028	323
DG0001116	320
DG0003641	320
DG0006411	320
DG0005885	319
DG0006973	314
DG0000809	313
DG0004796	311
DG0005800	311
DG0000151	307
DG0004669	306
DG0006322	303
DG0008782	303
DG0008887	301
DG0007095	301
DG0008182	297
DG0002741	297
DG0006297	297
DG0002356	297
DG0007424	297
DG0006924	296
DG0006318	295
DG0006089	294
DG0008298	291
DG0005352	291
DG0006311	290
DG0004987	288
DG0004641	286
DG0008060	285
DG0008449	285
DG0006299	285
DG0001153	284
DG0005961	284
DG0001790	284
DG0008157	283
DG0003182	282
DG0007662	281
DG0006241	280
DG0006891	280
DG0000059	280
DG0006093	280
DG0001373	280
DG0001095	279
DG0004661	279
DG0004341	279
DG0004998	277
DG0001663	277
DG0006053	277
DG0007537	276
DG0003681	276
DG0002805	275
DG0008179	275
DG0007824	274
DG0005889	272
DG0002383	272
DG0001903	271
DG0005925	271
DG0008263	271
DG0007607	271
DG0007902	271
DG0006403	271
DG0008278	271
DG0007796	270
DG0003338	270
DG0005194	270
DG0006636	269
DG0006571	269
DG0007407	268
DG0004424	268
DG0006527	267
DG0007683	266
DG0006646	266
DG0003283	266
DG0000694	265
DG0003161	265
DG0007092	265
DG0003076	265
DG0006231	265
DG0007543	265
DG0006688	264
DG0008078	264
DG0006994	263
DG0001571	262
DG0008116	262
DG0000071	262
DG0003351	261
DG0008508	261
DG0005026	261
DG0002495	261
DG0008646	260
DG0008862	260
DG0000495	260
DG0007311	260
DG0007531	260
DG0007789	260
DG0008822	260
DG0002144	259
DG0000535	259
DG0006071	259
DG0005534	258
DG0006647	258
DG0007544	258
DG0003387	257
DG0006150	257
DG0003181	257
DG0005742	257
DG0006380	256
DG0006776	255
DG0002439	255
DG0005069	255
DG0008487	255
DG0005576	254
DG0001496	254
DG0008195	254
DG0000797	254
