	VectorID1
SWAP	509500
SCAFFOLD_MISMATCH	2905
DG0003642	783
DG0008651	762
DG0006973	751
DG0007039	723
DG0005194	667
DG0007094	656
DG0008706	650
DG0008782	648
DG0006322	628
DG0007092	628
DG0005069	626
DG0005134	625
DG0003161	624
DG0006994	623
DG0008711	619
DG0008640	593
DG0007095	589
DG0000030	581
DG0008650	555
DG0008647	547
DG0001534	543
DG0007079	536
DG0002035	534
DG0006924	532
DG0003182	531
DG0008748	523
DG0002513	523
DG0007048	522
DG0003641	517
DG0003021	517
DG0008538	515
DG0001792	514
DG0007035	513
DG0003478	512
DG0004981	511
DG0007607	509
DG0006972	509
DG0008646	509
DG0007122	506
DG0008644	501
DG0008887	501
DG0007085	498
DG0007115	498
DG0008720	496
DG0005470	496
DG0000437	495
DG0008739	493
DG0005282	491
DG0001547	491
DG0008561	487
DG0000597	486
DG0006688	486
DG0000453	482
DG0007934	482
DG0005228	482
DG0008878	481
DG0007086	481
DG0004424	480
DG0003201	478
DG0002055	477
DG0007008	476
DG0008568	476
DG0007077	474
DG0007131	474
DG0005643	472
DG0007098	471
DG0007262	469
DG0007001	469
DG0008686	468
DG0008497	465
DG0001790	464
DG0000589	463
DG0000173	463
DG0007061	461
DG0006651	461
DG0008569	460
DG0008691	458
DG0008697	457
DG0005551	457
DG0000598	454
DG0005026	454
DG0007143	454
DG0008560	454
DG0005150	453
DG0007072	452
DG0003784	452
DG0008675	452
DG0004796	452
DG0001496	451
DG0008475	451
DG0008401	449
DG0002018	449
DG0002439	449
DG0003181	446
DG0008620	445
DG0001525	443
DG0008705	442
DG0005209	442
DG0000023	441
DG0007203	439
DG0007145	438
DG0008898	437
DG0002039	437
DG0000029	437
DG0001373	436
DG0005504	436
DG0000945	436
DG0007093	436
DG0008712	434
DG0005075	433
DG0008725	433
DG0004854	433
DG0000015	432
DG0007118	432
DG0005058	431
DG0008605	430
DG0003351	430
DG0000018	429
DG0005103	429
DG0008621	428
DG0008450	426
DG0000618	426
DG0008896	426
DG0008660	426
DG0007220	426
DG0008491	426
DG0007087	425
DG0000797	425
DG0008717	424
DG0004891	424
DG0003613	424
DG0000515	423
DG0007127	423
DG0000189	423
DG0006964	422
DG0008822	422
DG0007059	422
DG0002652	422
DG0001515	420
DG0006869	419
DG0000535	418
DG0008100	417
DG0001196	417
DG0008124	417
DG0007022	416
DG0008306	415
DG0001523	414
DG0006957	413
DG0006966	413
DG0008332	413
DG0002495	413
DG0008719	413
DG0000059	412
DG0005534	412
DG0006955	412
DG0008606	411
DG0000519	411
DG0002027	410
DG0002832	410
DG0008303	410
DG0008545	410
DG0005679	409
DG0005650	408
DG0005509	408
DG0000061	408
DG0005174	406
DG0000694	405
DG0008699	405
DG0000005	405
DG0002959	405
DG0008619	405
DG0008854	404
DG0007301	404
DG0006954	402
DG0001533	400
DG0008469	400
DG0008485	400
DG0008653	399
DG0003615	399
DG0001903	399
DG0008370	399
DG0008263	398
DG0007038	398
DG0005574	397
DG0008797	397
DG0008617	397
DG0006996	396
DG0004967	395
DG0006512	395
DG0006776	395
DG0004784	394
DG0002036	394
DG0006849	392
DG0001810	392
DG0008565	392
DG0003614	392
DG0000682	392
DG0000007	392
DG0000254	391
DG0005557	390
DG0007706	390
DG0005421	389
DG0007302	389
DG0005197	388
DG0005571	387
DG0005187	386
DG0000587	386
DG0005107	385
DG0008851	385
DG0005127	385
DG0008661	385
DG0006879	385
DG0005464	385
DG0008679	385
DG0008684	385
DG0002907	385
DG0002356	385
DG0008656	384
DG0008641	384
DG0008784	384
DG0008693	384
DG0008796	383
DG0006926	383
DG0004828	382
DG0000999	382
DG0000027	381
DG0008754	380
DG0005172	380
DG0008755	380
DG0000809	380
DG0008396	380
DG0005428	380
DG0007081	380
DG0006790	379
DG0008764	379
DG0007082	379
DG0008757	379
DG0001915	378
DG0008580	378
DG0005625	377
DG0007126	376
DG0005123	376
DG0007074	376
